company_name,year,sector,current_ratio,quick_ratio,debt_ratio,debt_to_equity,net_profit_margin,return_on_assets,return_on_equity,asset_turnover,working_capital_ratio,interest_coverage,is_bankrupt
VetRom SA,2021,Sanatate_Farma,3.5515,2.6013,0.2915,0.4576,18.8776,25.2315,39.5936,0.8787,0.3527,12.7106,0
MetanRom SRL,2022,Energie,2.6204,1.9605,0.4767,0.8255,9.5835,17.9013,29.1262,1.0299,0.1288,15.0178,0
FreightRom SRL,2022,Transport_Logistica,2.0353,1.274,0.5461,1.2748,4.5207,10.6674,10.5757,2.3971,0.1291,5.7017,0
DebitAgri SRL,2021,Diverse,0.5547,0.3922,1.2346,7.0684,-34.7991,-16.8266,-49.8584,0.3805,-0.0347,-3.6972,1
BurRom SRL,2022,Turism_HoReCa,1.6442,1.2223,0.5724,1.1396,16.5039,6.6722,8.7595,0.764,0.1685,5.7264,0
HiperRom SA,2023,Comert,1.5473,0.4515,0.4031,0.591,5.5003,8.9715,14.45,4.8774,0.2185,3.3101,0
InsolvTuris SA,2021,Diverse,0.516,0.3642,1.1353,20.9434,-15.1414,-2.2109,-48.2381,0.6328,-0.1564,-4.7085,1
PropaRom SA,2022,Energie,2.1265,1.717,0.4003,0.6787,25.6305,15.2305,22.3213,1.3621,0.2889,13.1893,0
VetCour SRL,2023,Transport_Logistica,2.014,1.4995,0.5727,1.3922,9.7256,6.1184,17.996,1.674,0.2069,7.3607,0
ZernoRom SA,2023,Agricultura,2.248,0.9081,0.5039,1.0233,13.898,10.9615,8.8077,1.3513,0.3419,8.7101,0
PixelSoft SRL,2023,IT_Telecom,3.0997,2.6909,0.2466,0.3273,40.8653,19.6577,36.148,1.7143,0.4197,59.1208,0
NatConst SA,2022,Constructii,1.7911,1.1229,0.3536,0.4787,10.8641,10.3234,21.9787,1.7358,0.1414,4.5906,0
PixelSoft SRL,2019,IT_Telecom,4.6849,3.5382,0.3314,0.4878,27.3506,16.6148,30.8713,1.0019,0.4468,19.1017,0
LogiRom SA,2021,Transport_Logistica,1.5766,0.9478,0.5144,1.0899,10.7461,13.1526,22.2205,2.192,0.0697,5.8546,0
TeRom SRL,2020,Energie,2.193,1.9925,0.351,0.5238,24.032,10.9594,22.8221,1.3762,0.1495,4.8289,0
GhanaRom SA,2022,Turism_HoReCa,2.0733,1.6361,0.5724,1.2714,4.4442,14.8734,28.6531,1.2156,0.1889,4.3025,0
Antibiotice SA,2021,Sanatate_Farma,2.8497,2.5183,0.2361,0.3041,12.3805,8.8147,13.561,0.85,0.3329,4.6668,0
SpaRom SA,2021,Turism_HoReCa,1.662,1.3497,0.5357,1.0423,15.0153,11.3298,11.4849,1.5304,0.1511,12.9019,0
ForkRom SA,2022,Transport_Logistica,1.2658,0.776,0.4719,0.8015,6.8478,10.271,22.8782,2.3165,0.2039,8.927,0
CimentRom SA,2023,Constructii,1.8684,0.8729,0.5779,1.3572,6.8973,11.2765,20.0742,1.7231,0.2787,13.6232,0
PropaRom SA,2019,Energie,2.4146,1.6026,0.3923,0.6404,14.7817,9.6204,19.431,0.6532,0.1181,12.5733,0
OpenData SA,2020,IT_Telecom,2.379,2.2573,0.1921,0.244,39.2077,27.0269,42.4326,2.2524,0.4123,16.8797,0
InstConst SRL,2023,Constructii,1.7149,1.3033,0.4049,0.727,7.4343,7.8175,10.852,0.9234,0.2788,5.0791,0
ManRom SRL,2023,Productie,1.5555,1.0722,0.5523,1.1058,18.3001,13.799,27.5823,1.6233,0.3566,8.3954,0
BellRom SA,2020,Turism_HoReCa,2.3819,1.8178,0.4086,0.7275,18.4688,9.4099,27.9952,0.9573,0.0813,5.2341,0
AvicVet SA,2019,Sanatate_Farma,2.0491,1.6837,0.2446,0.2786,24.0698,27.0158,15.6237,1.6266,0.3196,8.2475,0
LapteRom SRL,2020,Agricultura,2.6196,1.805,0.4226,0.6222,4.3476,4.6414,14.0313,0.729,0.2534,5.1523,0
BriRom SA,2022,Energie,2.038,1.6953,0.4907,1.0912,17.52,17.8289,19.577,1.2129,0.3009,12.0718,0
NatConst SA,2021,Constructii,1.7775,1.3705,0.4726,0.9328,4.5204,15.3284,24.5889,1.1365,0.2338,10.2343,0
CanVet SA,2021,Sanatate_Farma,2.7933,1.8382,0.3029,0.4027,21.5002,23.3989,25.0382,2.1048,0.3086,17.0961,0
PraRom SRL,2023,Productie,2.473,1.2093,0.4227,0.6572,15.8692,11.9296,15.3716,2.0244,0.1557,7.4613,0
GazRom SA,2020,Energie,2.3329,1.6424,0.5936,1.4934,27.6523,6.2731,25.9711,1.2246,0.2911,9.2919,0
ThoriRom SA,2023,Productie,2.5447,1.6974,0.2748,0.3907,15.8106,7.9233,19.2403,1.0212,0.2923,7.2928,0
HousRom SA,2023,Turism_HoReCa,1.8819,1.5539,0.6047,1.7576,18.2362,6.8574,13.198,1.2106,0.1346,12.909,0
GameRet SRL,2020,Comert,1.8149,0.9038,0.4055,0.6842,1.2842,6.602,13.3171,4.2034,0.1941,7.9529,0
AutoParts SA,2021,Productie,2.5923,1.4421,0.5138,0.9186,14.2779,7.2981,13.0368,2.1297,0.1284,5.6822,0
CrizaConstruct SRL,2020,Diverse,0.552,0.4661,0.7344,23.1461,-5.63,-21.9564,-8.0239,0.418,-0.1161,0.1085,1
VineaRom SA,2019,Agricultura,2.3983,1.488,0.2998,0.4136,4.6065,9.2948,21.4036,1.2428,0.2742,10.4546,0
WeekCour SRL,2020,Transport_Logistica,1.4931,0.9052,0.613,1.6704,9.6704,7.766,12.2716,2.174,0.1493,6.1874,0
BevRom SA,2020,Comert,1.752,1.0079,0.4125,0.669,1.3648,3.2177,14.6254,3.1075,0.0583,2.958,0
Bermas SA,2020,Productie,2.0823,1.7292,0.407,0.6367,7.2,6.4643,12.2156,0.8163,0.1948,1.9854,0
Rompetrol Well Services SA,2019,Energie,1.3439,0.91,0.6521,1.9873,3.8437,2.5465,8.9734,0.9118,0.0619,0.4881,0
HosByRom SA,2021,Turism_HoReCa,1.7079,1.474,0.336,0.4679,19.5596,15.3315,26.3544,1.6996,0.2927,16.1349,0
SpedPro SRL,2021,Transport_Logistica,2.1928,1.7537,0.5509,1.1168,7.2582,11.4235,9.1953,1.7308,0.2131,8.624,0
AgriNord SA,2020,Agricultura,2.6584,1.6628,0.4267,0.8012,10.7458,9.6373,18.1945,1.3607,0.1683,4.9517,0
RadioRom SRL,2019,IT_Telecom,3.2583,3.09,0.3065,0.4963,39.2715,29.2129,51.5644,1.7,0.321,34.7862,0
TextilPro SA,2021,Productie,1.6545,0.8062,0.5143,0.9476,5.8078,7.2899,23.5825,1.7591,0.153,18.1256,0
BancrotTransp SRL,2020,Diverse,0.5218,0.2873,1.306,5.1728,-40.5354,-20.6878,-33.2832,0.4052,-0.4532,-5.3765,1
SportConst SRL,2022,Constructii,1.4964,1.1154,0.3382,0.4345,10.2647,7.8597,13.1357,0.9922,0.2498,8.8863,0
RuinaFarma2 SRL,2020,Diverse,0.8646,0.5793,1.3069,8.041,-31.0845,-6.7046,-33.7696,0.6666,-0.0913,-4.7773,1
CyberPro SRL,2021,IT_Telecom,4.4302,3.6595,0.1595,0.1702,28.9996,34.6333,28.0267,2.3827,0.5478,34.2216,0
BicyCour SA,2020,Transport_Logistica,1.4364,1.2385,0.5054,1.011,8.4816,13.104,7.5459,2.375,0.1745,12.5019,0
OxiRom SA,2019,Productie,1.53,0.9411,0.2861,0.3624,18.5819,8.5084,11.6456,2.1361,0.3359,14.7969,0
Cmp SA,2023,Productie,1.9574,1.6872,0.4323,0.7537,8.754,6.5365,14.6409,1.0777,0.1723,1.89,0
AppDev SA,2021,IT_Telecom,6.0511,5.2926,0.211,0.2794,24.6225,24.5261,37.8034,1.935,0.5601,19.9108,0
CookRom SA,2019,Turism_HoReCa,1.3375,1.1975,0.2913,0.379,10.3558,13.5608,24.0488,1.0785,0.3043,13.9203,0
AlimRom SRL,2019,Comert,1.1645,0.3327,0.489,1.0732,6.7395,7.2976,18.5262,3.2447,0.1162,9.1881,0
TankRom SRL,2019,Transport_Logistica,1.8649,1.4191,0.5348,1.1447,11.4225,9.7126,10.492,1.624,0.0529,6.428,0
Cemacon SA,2021,Constructii,1.9867,1.1698,0.4209,0.7857,9.6828,7.3385,13.9229,0.9147,0.1776,2.1794,0
ReceptRom SA,2021,Turism_HoReCa,1.2692,0.8841,0.4795,1.0286,7.8605,13.2752,20.2819,0.6974,0.0695,9.3617,0
CarRom SA,2021,Productie,2.439,1.6533,0.4102,0.7525,15.6281,14.6202,22.3555,1.3435,0.2317,15.8624,0
CanVet SA,2022,Sanatate_Farma,3.6991,2.7886,0.4165,0.7051,13.8784,24.5102,38.1889,1.0552,0.2741,32.7279,0
OxiRom SA,2020,Productie,1.4238,0.8149,0.4774,0.8987,17.4811,16.4829,17.5166,0.8316,0.2688,11.0203,0
FuelRom SA,2022,Energie,2.3045,1.9128,0.5099,0.9919,24.7242,13.8541,23.8063,0.808,0.2776,15.8415,0
CafeRom SA,2019,Turism_HoReCa,1.3279,0.8894,0.3501,0.5894,10.0171,13.9983,13.1623,0.5932,0.2597,11.2298,0
CrizaMetalurg SA,2021,Diverse,0.6404,0.4297,1.5908,19.266,-39.4644,-19.3107,-63.7566,0.2307,-0.5288,-3.8269,1
UroRom SRL,2022,Sanatate_Farma,3.1401,2.9346,0.4524,0.8681,8.7204,10.5825,16.3556,0.9222,0.1805,23.9952,0
DyspRom SRL,2023,Productie,2.2731,1.1259,0.3288,0.4794,5.1114,9.2613,16.8036,1.5162,0.2036,19.9691,0
RobotRom SA,2019,IT_Telecom,3.5472,3.3322,0.1609,0.1717,19.9643,34.1763,32.7029,2.6094,0.43,64.5235,0
FinTrans SA,2021,Transport_Logistica,1.8096,1.5596,0.5419,1.3343,9.1378,6.3321,8.0885,2.2683,0.1474,11.3785,0
DayCour SA,2019,Transport_Logistica,1.4087,1.0251,0.5067,0.9963,8.6835,11.7107,13.5178,2.2052,0.1958,2.9772,0
MobiTech SA,2019,IT_Telecom,4.6277,3.5951,0.1467,0.182,35.3441,15.4684,48.0833,2.5193,0.4579,36.6739,0
VarzaRom SA,2021,Agricultura,2.7983,1.1336,0.4342,0.6895,9.3485,9.2742,14.9222,1.3741,0.2191,4.5249,0
NetConst SA,2019,Constructii,1.3401,0.6439,0.5077,0.9955,10.7668,15.6897,9.4463,1.8739,0.3253,5.5728,0
SpedPro SRL,2022,Transport_Logistica,1.5361,1.1437,0.62,1.4387,6.4927,6.0693,20.0297,0.9861,0.2361,3.1486,0
FreezTrans SA,2019,Transport_Logistica,1.7499,1.367,0.5538,1.2161,5.8047,10.4658,13.8321,1.3216,0.2112,6.1179,0
BuffRom SRL,2021,Turism_HoReCa,1.114,0.7449,0.4917,1.0434,13.3854,8.8331,9.4686,1.7506,0.1383,9.2103,0
TotalSoft SA,2021,IT_Telecom,3.2256,2.076,0.2244,0.2708,18.0294,13.2661,22.692,1.2493,0.4006,7.3898,0
TurisNord SA,2022,Turism_HoReCa,2.103,1.4274,0.4966,0.9031,12.4167,9.1517,9.3491,0.561,0.0713,3.652,0
Vrancart SA,2022,Productie,1.8514,1.2525,0.4193,0.6822,9.5858,6.7101,12.8995,1.0275,0.1533,2.0004,0
ClinicRom SA,2021,Sanatate_Farma,2.2609,1.5256,0.4232,0.7023,16.3455,25.7213,39.1094,2.1253,0.214,13.8688,0
HealthTech SA,2022,IT_Telecom,5.6631,5.4068,0.3301,0.4217,33.7215,19.0066,45.0835,1.3191,0.3545,33.6326,0
OncoRom SA,2022,Sanatate_Farma,2.7776,2.348,0.2588,0.3326,11.8963,19.3055,28.5893,0.9829,0.3723,12.7228,0
Erste Group Bank,2022,Diverse,1.2101,1.0721,0.8613,6.5029,19.6774,1.6066,13.0095,0.1086,0.0378,0.2332,0
SaleRom SRL,2019,Comert,2.0853,0.8963,0.5597,1.2295,1.3491,10.5149,20.2815,4.1233,0.1773,5.999,0
Conpet SA,2022,Transport_Logistica,3.2384,2.1719,0.2434,0.3367,16.6485,12.7918,18.6743,0.8541,0.4029,6.5693,0
ScreenRom SRL,2019,Sanatate_Farma,2.5352,1.9659,0.382,0.5495,21.1973,19.5553,30.5189,1.7496,0.2173,27.9795,0
ConsPro SA,2020,Constructii,2.356,1.7439,0.5798,1.3231,10.8724,13.8564,8.3793,1.9535,0.2496,14.0184,0
ImpConst SA,2023,Constructii,2.1862,1.5305,0.2838,0.4146,13.882,15.4179,23.5784,0.9186,0.2825,6.1234,0
CrizaProd SA,2023,Diverse,0.7474,0.4469,1.4516,8.8426,-49.1604,-3.112,-45.0143,0.3621,-0.0753,-4.7439,1
CompTech SRL,2023,IT_Telecom,6.1382,4.7227,0.3086,0.3861,16.2192,36.3682,35.8585,1.3156,0.5291,30.9893,0
OftRom SA,2022,Sanatate_Farma,2.3564,2.0958,0.3495,0.4728,23.4209,16.8912,44.439,1.429,0.2423,9.1909,0
InsurTrans SRL,2022,Transport_Logistica,1.8692,1.5207,0.322,0.5334,11.7384,11.0919,14.8819,2.1913,0.1222,12.477,0
HomeRom SRL,2022,Comert,1.7089,0.8742,0.4919,1.065,1.2722,6.1985,14.587,1.8092,0.144,3.5738,0
TransRom SRL,2021,Transport_Logistica,1.3582,1.1405,0.3528,0.532,3.8256,9.1885,7.5182,0.7178,0.1388,9.9719,0
Compa SA,2022,Productie,1.6189,1.2318,0.4522,0.8133,6.2239,4.4679,12.0216,1.1885,0.1114,1.235,0
LoLoRom SRL,2019,Transport_Logistica,1.3963,1.0153,0.588,1.5812,4.2133,11.9284,20.7971,1.6036,0.1886,5.4923,0
ErgRom SRL,2019,Sanatate_Farma,4.2486,3.8414,0.3847,0.5898,26.063,19.7133,19.7636,1.7651,0.4732,12.8622,0
SiderurgRom SRL,2019,Productie,2.645,1.3275,0.3243,0.551,8.8336,15.9391,11.1689,1.1197,0.3023,17.4381,0
ActRom2 SRL,2019,Energie,2.5083,2.2375,0.5294,1.0198,25.0744,14.3283,14.544,0.4627,0.1224,13.4094,0
GranRom SA,2019,Agricultura,1.7103,0.8485,0.4836,0.8283,15.5869,10.1277,16.5114,0.4808,0.3752,5.683,0
ResortPro SRL,2020,Turism_HoReCa,1.2389,0.8941,0.4071,0.7727,13.9593,14.9897,12.7561,1.3976,0.1198,8.4303,0
Biofarm SA,2020,Sanatate_Farma,2.7122,1.5412,0.1844,0.2465,18.2885,15.2406,18.8069,0.9343,0.3082,10.3312,0
BigData SRL,2019,IT_Telecom,2.8092,2.2521,0.3006,0.479,25.8395,27.693,50.231,2.015,0.2938,67.5995,0
SulRom SRL,2019,Productie,1.7256,0.8332,0.244,0.3628,19.0733,9.5384,20.253,1.6917,0.1974,4.8595,0
SportConst SRL,2020,Constructii,2.3761,1.2431,0.4163,0.6194,7.6978,4.6199,9.981,1.109,0.344,12.3948,0
SiliRom SRL,2022,Productie,2.2052,1.0922,0.3985,0.6148,16.0987,16.9268,27.2053,1.6774,0.2738,4.5557,0
BioEtanol SA,2023,Energie,2.5854,1.7037,0.347,0.4874,9.2315,9.3494,29.3403,0.6386,0.124,6.3827,0
TransNord SA,2021,Transport_Logistica,1.5453,1.2943,0.532,1.0879,10.546,12.0005,13.8602,2.3238,0.0977,7.4102,0
AgriCentr SA,2020,Agricultura,1.4548,0.8456,0.398,0.735,4.3392,11.052,20.966,0.3445,0.3084,5.5492,0
HigRom SA,2020,Sanatate_Farma,3.1931,2.4684,0.2538,0.3635,18.3432,18.3062,39.4368,0.8263,0.4254,26.5204,0
Zentiva SA,2020,Sanatate_Farma,2.1665,1.9376,0.3318,0.5246,14.0819,11.9763,15.7032,0.8766,0.21,4.5119,0
ShopCity SRL,2021,Comert,1.2352,0.5193,0.6193,1.6324,6.944,5.6413,7.735,2.7924,0.0706,7.403,0
DermaRom SRL,2019,Sanatate_Farma,3.118,2.8024,0.2094,0.2826,9.6046,21.5675,27.1539,0.7497,0.2005,29.7386,0
VenerRom SA,2019,Sanatate_Farma,2.2923,1.5391,0.3512,0.5715,27.6276,24.358,32.8213,1.7798,0.4253,29.7002,0
ElectroProd SA,2020,Energie,2.7248,2.0442,0.4796,0.8501,19.8475,14.4468,10.6602,1.3923,0.2608,15.3903,0
HerbaRom SRL,2020,Agricultura,1.3533,0.7925,0.4882,0.8145,10.2907,7.1032,13.2433,0.6743,0.3532,4.1266,0
ERPRom SRL,2019,IT_Telecom,3.9945,3.467,0.3113,0.4896,35.6417,14.9588,29.7086,1.2898,0.4541,74.1874,0
AccTech SRL,2019,IT_Telecom,2.4193,2.0318,0.3945,0.6701,27.3383,23.2852,24.1806,1.0803,0.3501,62.8793,0
MorcRom SRL,2020,Agricultura,1.655,1.1684,0.4165,0.6412,10.5651,5.0051,7.9811,1.0789,0.3514,11.739,0
GreenCour SA,2023,Transport_Logistica,2.0362,1.6622,0.5748,1.3002,5.8921,8.8155,11.1169,1.1939,0.0979,5.5347,0
HolmRom SA,2023,Productie,1.5279,1.1106,0.315,0.4985,13.6545,15.858,10.65,1.8934,0.2135,5.7036,0
TeaRom SA,2023,Comert,1.2566,0.7711,0.4867,1.0222,5.9531,5.9564,15.1393,2.2002,0.1305,7.3779,0
HaiRom SRL,2020,Turism_HoReCa,2.0276,1.477,0.5094,1.1873,13.1653,13.3033,9.8898,1.4973,0.1472,9.0228,0
DataBridge SA,2023,IT_Telecom,5.5351,4.1571,0.1478,0.1526,29.3952,23.4571,27.4372,1.6918,0.3555,42.2725,0
BurRom SRL,2023,Turism_HoReCa,2.2054,1.7255,0.4145,0.7335,8.274,14.0794,19.698,1.6205,0.0605,7.0312,0
YterRom SRL,2019,Productie,1.5946,0.8294,0.3857,0.5831,17.7032,10.4936,24.0032,0.9088,0.322,15.0833,0
CampingRom SRL,2022,Turism_HoReCa,1.9216,1.4632,0.4562,0.7288,16.3975,10.8026,17.8775,1.354,0.0729,2.8985,0
PRom SRL,2023,Energie,1.614,1.2882,0.4892,0.8471,7.3291,6.9684,19.2637,1.1564,0.1354,5.7769,0
HydroClRom SA,2022,Energie,2.3919,1.9851,0.5115,1.1008,19.4641,11.5675,26.8801,1.1277,0.3088,13.7889,0
SRom SA,2020,Energie,2.1917,1.9614,0.3582,0.6392,20.3888,8.4803,17.826,0.4542,0.1668,7.5445,0
ConciRom SRL,2021,Turism_HoReCa,2.163,1.7561,0.4445,0.7579,11.2639,9.9602,27.7509,1.7567,0.2426,11.445,0
ShopCity SRL,2023,Comert,2.1986,1.193,0.6136,1.8039,6.1369,6.9695,8.8865,1.9943,0.1844,10.3892,0
LabMed SRL,2021,Sanatate_Farma,2.9405,2.6845,0.3481,0.5344,23.8811,15.9845,24.3663,1.6378,0.3031,14.6016,0
SMSRom SRL,2019,IT_Telecom,2.9071,2.2609,0.3936,0.6696,14.663,25.9075,47.8018,1.6029,0.475,68.7591,0
RenewRom SRL,2019,Energie,1.5278,1.2837,0.3869,0.7157,11.2946,16.9766,19.0404,0.9207,0.2236,4.447,0
GrupoAgro SRL,2021,Agricultura,2.6826,1.7919,0.4061,0.7396,9.2081,10.243,21.2552,0.4481,0.2296,8.834,0
ThuRom SA,2019,Productie,1.9549,1.3668,0.4531,0.7097,10.4728,14.111,27.7533,0.9683,0.3412,7.3371,0
SeRom SA,2022,Energie,2.4552,2.162,0.6352,1.6543,17.3132,12.2212,18.1453,0.9663,0.2475,6.4803,0
DataBridge SA,2021,IT_Telecom,2.8001,2.4902,0.3366,0.4395,16.5312,33.0287,24.9511,1.4268,0.3626,42.0959,0
CimentRom SA,2021,Constructii,1.4272,0.7272,0.5336,0.9823,13.7374,6.8258,16.1176,0.9476,0.2432,11.5904,0
MarmConst SA,2019,Constructii,1.43,0.822,0.3998,0.686,13.7468,6.9346,8.8315,1.4624,0.1329,10.1934,0
MatRom SRL,2021,Sanatate_Farma,3.7467,3.0521,0.1529,0.157,26.174,17.6586,29.2922,0.9167,0.4389,18.9766,0
MedFerRom SRL,2021,Sanatate_Farma,1.8735,1.301,0.2364,0.3539,15.4449,13.8921,33.3294,1.4173,0.408,17.1831,0
FilterRom SRL,2019,Energie,2.3532,1.5618,0.3383,0.556,26.4531,12.0686,29.7057,0.3566,0.2187,14.72,0
DataBridge SA,2019,IT_Telecom,4.275,3.5664,0.112,0.1424,20.5605,36.4341,52.441,0.9265,0.3733,30.431,0
Mccain Romania SRL,2022,Agricultura,1.3292,0.7537,0.4826,0.9776,6.0942,4.9617,10.7392,1.2951,0.0593,1.2851,0
Transgaz SA,2021,Energie,1.1767,0.8117,0.3836,0.5874,18.4041,9.3861,14.4969,0.5574,0.0318,3.0586,0
InstConst SRL,2022,Constructii,1.581,0.8004,0.4631,0.8444,9.1131,8.6963,19.0928,1.1506,0.0944,15.1493,0
RheRom SA,2020,Productie,1.5844,0.7628,0.3916,0.6175,14.0472,5.0361,22.3137,1.3727,0.3422,11.1745,0
ActRom2 SRL,2021,Energie,2.2439,1.4978,0.5756,1.3743,7.6883,9.4508,10.9981,0.5435,0.1483,14.733,0
PsihRom SRL,2020,Sanatate_Farma,3.3049,2.8804,0.2752,0.3757,25.348,25.1542,14.3005,1.1757,0.2455,36.1358,0
Aerotravel SA,2019,Turism_HoReCa,0.7697,0.5934,0.7026,2.5025,-3.9373,-2.6866,-9.0682,0.8528,-0.0415,-0.478,0
ExoVet SA,2021,Sanatate_Farma,2.5407,1.8846,0.4198,0.6609,28.0017,25.8833,44.5541,2.0289,0.4677,35.4188,0
ParcelRom SRL,2023,Transport_Logistica,1.2367,0.8278,0.5932,1.5853,11.8845,7.2374,19.5421,1.6399,0.1576,3.9425,0
GadRom SRL,2020,Productie,2.5641,1.6173,0.283,0.3827,8.1964,15.8036,16.8538,1.9748,0.3496,10.1003,0
ZincRom SA,2023,Productie,2.7508,1.431,0.524,0.9461,10.3755,17.4953,10.7817,1.3603,0.2348,18.4768,0
ComConst2 SA,2019,Constructii,1.2116,0.8204,0.5094,0.9492,9.2422,7.8587,12.1877,0.6927,0.1594,6.1522,0
SolaRom SRL,2020,Agricultura,2.4396,1.3247,0.2274,0.3044,9.42,13.5225,19.7604,1.0046,0.3586,7.64,0
CablConst SRL,2019,Constructii,2.288,1.5317,0.3595,0.5928,10.9145,11.2968,14.8667,1.0503,0.2039,3.5755,0
MegaDistrib SA,2020,Comert,2.013,0.5731,0.4121,0.6392,1.8663,8.6567,18.784,4.5802,0.0985,5.9946,0
OpenData SA,2019,IT_Telecom,2.3025,1.7773,0.2684,0.3789,22.5651,37.8149,46.9759,2.3188,0.4716,46.1806,0
OMV Petrom SA,2021,Energie,1.6598,1.3185,0.3118,0.4386,15.796,13.7642,19.0455,0.8036,0.1188,5.518,0
GreekRom SA,2019,Turism_HoReCa,2.1547,1.8689,0.4192,0.7953,14.3159,12.7069,23.7313,1.289,0.2718,15.4291,0
LuxRom SA,2023,Comert,1.1432,0.6058,0.6647,2.0384,5.1235,3.3337,16.3416,3.1042,0.1551,8.657,0
OncoRom SA,2019,Sanatate_Farma,3.2657,2.9721,0.4162,0.7314,26.2236,27.6644,37.2116,1.0693,0.1798,8.9673,0
OfferRom SRL,2020,Comert,1.7302,0.6872,0.5691,1.4885,2.2998,7.2752,19.1311,2.1144,0.1895,9.9994,0
ColapsComert SRL,2023,Diverse,0.4574,0.2962,0.8383,12.1523,-26.7208,-19.6865,-20.3103,0.1716,-0.174,-0.1306,1
TanzRom SA,2021,Turism_HoReCa,1.5345,1.229,0.2985,0.4468,5.1277,6.9537,18.6024,0.5973,0.1419,6.5151,0
FishRom SA,2019,Agricultura,1.2294,0.761,0.3244,0.4517,17.9359,13.7645,9.6899,0.3682,0.1573,7.2589,0
StorRom SRL,2023,Comert,1.6417,0.7622,0.6371,1.7949,3.6188,6.7264,19.6827,4.4785,0.0633,6.887,0
