company_name,year,sector,current_ratio,quick_ratio,debt_ratio,debt_to_equity,net_profit_margin,return_on_assets,return_on_equity,asset_turnover,working_capital_ratio,interest_coverage,is_bankrupt
R.N.P. ROMSILVA -ADMINISTRATIA PARCULUI NATIONAL MUNTII RODNEI RA,2017,Agricultura,1.0346,0.4724,0.3495,0.5372,25.1367,17.2155,26.4633,0.6849,0.0121,11.7219,
REGIA AUTONOMA OCOLUL SILVIC VALEA ŞIEULUI RA,2017,Agricultura,0.69,0.1409,0.3996,1.034,14.2635,7.4648,19.3152,0.5233,-0.1239,3.9484,
OCOLUL SILVIC AL MUNICIPIULUI BISTRITA RA,2017,Agricultura,1.074,0.6314,0.7373,2.8068,1.6106,2.6038,9.9121,1.6167,0.0545,0.8506,
OCOLUL SILVIC COMUNAL JOSENII BIRGAULUI RA,2017,Agricultura,1.1149,0.6718,0.8104,4.2738,0.292,0.3483,1.8367,1.1928,0.0931,0.1023,
BUSINESS PARK BISTRIŢA SUD SRL,2017,Agricultura,3.5111,1.1499,0.0905,0.1096,15.4861,11.9943,14.5291,0.7745,0.2272,29.7837,
LOCAL SERV NĂSĂUD SRL,2017,Agricultura,9.2447,5.57,0.0644,0.0688,15.9996,8.0333,8.586,0.5021,0.5308,27.9458,
LUS-TES SRL,2017,Agricultura,0.6412,0.5747,0.877,9.9427,6.3129,8.7867,99.6121,1.3919,-0.3147,2.4305,
REGIA AUTONOMĂ OCOLUL SILVIC IZVORUL SOMEŞULUI MARE RA,2017,Agricultura,0.4567,0.2577,1.0817,-13.2472,-13.9954,-10.8466,132.8405,0.775,-0.5876,-2.0056,
PROTECTIE SI PAZA BISTRITA-NASAUD S.R.L.,2017,Agricultura,0.9248,0.575,0.6543,1.8924,8.7498,11.6344,33.6516,1.3297,-0.0492,3.8806,
LOCATIVA SA,2017,Agricultura,0.5905,0.5717,0.7424,10.3133,3.2131,1.3669,18.989,0.4254,-0.304,0.4384,
AUTOTRANSPORT INTERNAŢIONAL COMPANY DVORNIC SERGHEI SRL,2017,Agricultura,0.102,0.1014,1.4757,-1.6543,-66.5167,-0.6144,0.6887,0.0092,-1.3252,-0.0833,
GOSPODĂRIA COMUNALĂ COŞULA SRL,2017,Agricultura,5.2678,5.1624,0.1293,0.3195,3.7282,3.4617,8.5537,0.9285,0.5518,7.156,
PERLA HARGHITEI SA,2017,Agricultura,0.5522,0.1937,0.3539,0.5478,26.1594,10.2659,15.8891,0.3924,-0.1585,6.4664,
HARMOPAN SA,2017,Agricultura,1.6143,0.3265,0.5218,1.091,3.7954,8.0007,16.7297,2.108,0.3205,3.5784,
HARPLAST SRL,2017,Agricultura,3.2761,1.1426,0.2207,0.2887,43.5612,21.4791,28.096,0.4931,0.5023,23.2356,
FAMOS SA,2017,Agricultura,13.2352,13.6335,0.0674,0.0722,25.2183,46.4432,49.7987,1.8416,0.8244,143.6864,
IMPAR SRL,2017,Agricultura,0.3067,0.1449,0.8913,8.202,13.0795,10.8396,99.7453,0.8287,-0.618,2.5881,
MATRITA SA,2017,Agricultura,0.276,0.1026,0.9661,28.5388,0.9248,1.4638,43.2384,1.5828,-0.6995,0.3809,
IKOS-CONF SA,2017,Agricultura,0.6588,0.5353,0.9226,11.9241,10.6709,6.7608,87.3767,0.6336,-0.3148,1.7305,
ABC-IMPEX SRL,2017,Agricultura,7.0376,3.3573,0.1421,0.1656,0.6455,1.1996,1.3983,1.8584,0.8579,5.2713,
IRIS SERVICE CIUC SA,2017,Agricultura,0.3939,0.2699,0.8031,24.6805,23.099,14.5941,448.526,0.6318,-0.4867,4.2742,
INDUSTRY TRANSILVAN SRL,2017,Agricultura,2.9313,2.9257,0.2999,0.7556,23.3153,23.3593,58.856,1.0019,0.5792,18.759,
"""TORO IMPEX"" SRL",2017,Agricultura,0.2365,0.1162,1.1192,-9.3906,30.9146,12.9512,-108.6677,0.4189,-0.8545,2.3893,
TEXTILA OLTUL SA,2017,Agricultura,2.0056,1.5453,0.247,0.4394,43.5152,27.0434,48.1102,0.6215,0.2484,25.9975,
SKAT KART SRL,2017,Agricultura,0.2192,0.1395,0.5975,6.3534,4.1981,1.1299,12.0137,0.2691,-0.4665,0.4565,
EL-CO SA,2017,Agricultura,0.4175,0.1815,0.6859,2.1833,1.7113,0.7579,2.4126,0.4429,-0.3995,0.2631,
JULIUS MEINL ROMANIA SRL,2017,Agricultura,0.7511,0.6343,0.5158,1.0652,12.951,23.7191,48.9845,1.8315,-0.1284,10.466,
TURISM COVASNA SA,2017,Agricultura,1.8617,1.8617,0.398,0.661,96.8543,12.5558,20.8552,0.1296,0.3429,6.3102,
SIMPA SA,2017,Agricultura,0.8412,0.4553,1.013,-77.9748,6.2341,5.9964,-461.575,0.9619,-0.1609,1.356,
BRICOMAT SA,2017,Agricultura,3.7194,1.9927,0.1563,0.2004,5.4898,5.2888,6.779,0.9634,0.4251,8.0144,
EUROCONF SA,2017,Agricultura,0.3701,0.2188,0.9867,74.3567,0.2805,0.1698,12.7923,0.6052,-0.6215,0.0344,
TURSIB SA,2017,Agricultura,3.5835,1.1711,0.1397,0.1702,7.1021,6.3696,7.7616,0.8969,0.3608,9.8402,
ELECTROMONTAJ CARPATI SA,2017,Agricultura,0.6932,0.673,0.5471,26.609,20.2279,1.1443,55.6508,0.0566,-0.1678,0.431,
EMAILUL SA,2017,Agricultura,0.3756,0.0944,0.6532,43.9059,0.0928,0.025,1.6793,0.2691,-0.4078,0.0076,
ARMAX GAZ SA,2017,Agricultura,0.7613,0.4367,0.6517,1.8714,8.1708,15.6791,45.0208,1.9189,-0.1556,5.7078,
RELEE SA,2017,Agricultura,0.4785,0.0,1.3496,-3.8606,2.4467,1.0567,-3.0228,0.4319,-0.7039,0.2206,
SOMETRA SA,2017,Agricultura,0.5619,0.3654,0.7817,3.5818,-7.2721,-7.8011,-35.7429,1.0728,-0.3425,-1.7734,
CARPATEX SA,2017,Agricultura,0.17,0.1255,1.1092,-10.1589,-81.4874,-8.4466,77.3616,0.1037,-0.9207,-1.4742,
CONREP SRL,2017,Agricultura,0.4292,0.0619,0.7173,2.5373,12.0922,4.6796,16.553,0.387,-0.4095,1.3856,
IMSAT-CUADRIPOL SA,2017,Agricultura,2.5469,2.5469,0.2047,0.2574,98.4609,74.8857,94.1619,0.7606,0.3167,74.54,
COMPREST SA,2017,Agricultura,1.9527,0.9724,0.5024,1.0098,37.6645,71.8873,144.4793,1.9086,0.4787,29.3752,
ICPROA SA,2017,Agricultura,2.5419,2.373,0.3178,0.4659,14.2516,22.7075,33.2867,1.5933,0.49,15.2938,
LUCA SRL,2017,Agricultura,0.0028,0.0028,6.3649,-1.1625,-39.727,-3.5502,0.6484,0.0894,-6.347,-0.1116,
GRUP ARCONS SA,2017,Agricultura,2.1587,2.0851,0.4434,1.3915,15.7095,31.8539,99.9601,2.0277,0.5138,17.3491,
ARO-PALACE SA,2017,Agricultura,0.8789,0.1294,0.6945,2.2728,-54.1456,-15.7891,-51.6746,0.2916,-0.0841,-4.4638,
RATBV S.A.,2017,Agricultura,0.981,0.5653,0.4512,0.8221,12.2843,7.3091,13.3176,0.595,-0.0086,3.4418,
FARMACOM SA,2017,Agricultura,0.645,0.2079,0.3926,0.6473,47.6616,21.3169,35.1418,0.4473,-0.1394,11.6279,
LEFRUMARIN SRL,2017,Agricultura,0.0926,0.0809,1.7278,-2.3739,-80.7742,-4.0964,5.6281,0.0507,-1.5679,-0.4566,
ROMAN SA,2017,Agricultura,0.4786,0.2661,0.5985,10.9499,4.8532,3.7226,68.1053,0.767,-0.312,1.4239,
LUSTIC INVEST SA,2017,Agricultura,1.2195,0.6711,0.5005,1.0186,14.6031,8.7025,17.7103,0.5959,0.1099,4.0956,
IUS SA,2017,Agricultura,0.3108,0.1456,0.6843,2.168,27.2616,14.5211,46.0022,0.5327,-0.4717,4.4568,
RECOBOL SRL,2017,Agricultura,1.4387,1.074,0.3819,0.6308,29.1142,32.3227,53.3844,1.1102,0.1676,18.6503,
ORGANE DE ASAMBLARE SA,2017,Agricultura,4.3506,3.9496,0.1907,0.3505,12.3567,5.3015,9.7416,0.429,0.6391,10.4632,
PRODLACTA SA,2017,Agricultura,11.0413,2.4912,0.0608,0.0648,49.5071,21.726,23.1328,0.4388,0.6106,86.1152,
MARUB SA,2017,Agricultura,0.8657,0.5767,0.6368,1.7535,3.1511,9.8231,27.0476,3.1173,-0.0855,4.2832,
MECON SA,2017,Agricultura,1.2278,0.2612,0.6407,1.7831,7.176,8.3173,23.1483,1.159,0.146,3.1132,
PARCUL INDUSTRIAL CUGIR SA,2017,Agricultura,1.7313,1.1452,0.2707,0.4075,15.4105,6.8437,10.3028,0.4441,0.198,5.183,
OPTIRAD SRL,2017,Agricultura,1.4308,0.2342,0.3749,0.6489,-13.4391,-6.9793,-12.0796,0.5193,0.1615,-3.4389,
OCOLUL SILVIC SEBEŞ RA,2017,Agricultura,1.1562,0.3743,0.7749,3.6641,6.7693,12.8087,60.5632,1.8922,0.1211,3.7504,
OCOLUL SILVIC SAPCEA CUGIR RA,2017,Agricultura,1.0514,0.1159,0.5939,1.4626,16.3549,10.5703,26.0308,0.6463,0.0305,4.2374,
REGIA AUTONOMA LOCALA-OCOLUL SILVIC VALEA PIANULUI RA,2017,Agricultura,1.1253,0.244,0.457,0.8415,31.8721,16.4035,30.2074,0.5147,0.0572,8.3426,
REGIA AUTONOMĂ LOCALĂ OCOLUL SILVIC VALEA SEBEŞULUI RA,2017,Agricultura,3.4219,2.3303,0.2579,0.3475,83.0496,74.1873,99.9656,0.8933,0.6246,58.0804,
SALUBRITATE APUSENI SRL,2017,Agricultura,2.2831,1.7123,0.2639,0.3586,52.638,50.2872,68.3193,0.9553,0.3387,38.9252,
VERDINO GREEN FOODS S.R.L.,2017,Agricultura,0.4006,0.0869,0.7253,2.6402,7.4644,5.5934,20.361,0.7493,-0.4347,1.8717,
GOSPODARIREA COMUNALA ARAD SA,2017,Agricultura,0.5668,0.2318,0.774,3.4751,24.3347,9.0033,40.4221,0.37,-0.3353,2.6675,
AEROPORTUL ARAD SA,2017,Agricultura,0.4823,0.0921,0.5144,1.4828,1.1084,0.3174,0.9151,0.2864,-0.2663,0.1378,
"REGIA AUTONOMA ""ADMINISTRATIA ZONEI LIBERE"" CURTICI - ARAD RA",2017,Agricultura,0.1358,0.0732,7.3664,-1.1571,-0.1558,-0.787,0.1236,5.0518,-6.3664,0.3997,
R.N.P. ROMSILVA - ADMINISTRAŢIA PARCULUI NATURAL LUNCA MUREŞULUI RA,2017,Agricultura,0.8358,0.1993,0.5768,1.363,13.8275,12.6245,29.8321,0.913,-0.0947,5.1505,
"REGIA PUBLICĂ LOCALĂ ""OCOLUL SILVIC ZĂRANDUL"" RA",2017,Agricultura,0.7778,0.4277,0.5393,1.2493,29.2325,17.2127,39.8762,0.5888,-0.1198,7.5139,
ECO INEU PHARE 2004 SA,2017,Agricultura,0.6548,0.5031,1.0443,-23.5548,-7.0519,-5.2509,118.4332,0.7446,-0.3605,-0.5775,
URBAN CONSVERD S.A.,2017,Agricultura,0.3682,0.1238,0.4639,1.4737,0.846,0.3714,1.1799,0.439,-0.2931,0.1935,
BOA RBT SRL,2017,Agricultura,1.1687,0.4662,0.6038,1.5238,3.5287,5.4027,13.6353,1.5311,0.1019,2.1986,
INDCARF SA,2017,Agricultura,1.2957,0.4424,0.4671,1.2053,0.2699,0.3101,0.8004,1.1491,0.1381,1.0782,
BAIAZID SRL,2017,Agricultura,1.6573,1.6573,0.088,0.0965,0.3757,0.295,0.3235,0.7853,0.0579,3.5833,
INSTITUTUL NAŢIONAL DE CERCETARE-DEZVOLTARE PENTRU BIOTEHNOLOGII ÎN HORTICULTURĂ ŞTEFĂNEŞTI-ARGEŞ,2017,Agricultura,5.732,5.7285,0.1361,0.2219,24.946,28.2361,46.0283,1.1319,0.6441,49.6509,
BETO-CONSTRUCT ARGES SA,2017,Agricultura,0.0911,0.009,0.7193,2.5631,15.491,12.9537,46.1553,0.8362,-0.6538,4.2875,
ADMINISTRARE ŞI EXPLOATARE A PATRIMONIULUI ŞI SERVICIILOR DE UTILITĂŢI PUBLICE ARGEŞ SA,2017,Agricultura,2.3099,1.2718,0.2111,0.4015,6.9286,3.2567,6.1931,0.47,0.2766,3.2312,
TFM METAL INDUSTRY SRL,2017,Agricultura,0.7782,0.3011,0.8076,5.2571,1.185,0.9986,6.5003,0.8427,-0.1791,0.2473,
CER CLEANING EQUIPMENT SRL,2017,Agricultura,1.318,1.1824,0.5734,1.344,10.0749,2.8197,6.6094,0.2799,0.1823,1.0978,
HCB CONSTRUCT INVESTMENT SRL,2017,Agricultura,4.7419,2.0746,0.167,0.2102,25.3073,22.2493,28.0048,0.8792,0.6249,30.2705,
PIEŢE-SERVICII COMUNITARE MUSCEL SRL,2017,Agricultura,1.6003,0.3182,0.5372,1.1606,1.3977,1.4173,3.0622,1.014,0.3224,0.6285,
SALUBRITATE PUBLICĂ URBANĂ CURTEA DE ARGEŞ SRL,2017,Agricultura,1.1773,0.3413,0.7706,3.3593,14.8889,22.2772,97.1124,1.4962,0.1366,6.1701,
APĂ RĂTEŞTI SRL,2017,Agricultura,0.2447,0.0455,0.5281,-13.1542,-12.6825,-4.2151,104.9819,0.3324,-0.3989,-1.5962,
ISC ARBUŞTI & FLORI NATURAL SRL,2017,Agricultura,1.4121,0.133,0.2655,0.3615,12.7822,10.9091,14.8526,0.8535,0.1094,9.7805,
JUD PAZĂ ŞI ORDINE AG SRL,2017,Agricultura,0.664,0.6361,1.1378,-7.8468,50.5668,9.2257,-63.6269,0.1824,-0.3823,1.6217,
EUROSERV PUB DRĂGANU SRL,2017,Agricultura,1.5795,0.862,0.6384,1.7656,-8.1828,-1.8348,-5.0743,0.2242,0.3699,0.8899,
APĂ SERVUTIL STÎLPENI MIHĂEŞTI SRL,2017,Agricultura,0.7638,0.1053,0.5726,2.0488,7.8184,1.2436,4.4495,0.1591,-0.1352,0.5489,
PRIMA ROMANTIC SRL,2017,Agricultura,0.5895,0.289,0.893,13.0937,2.0654,3.0302,44.4318,1.4671,-0.3665,0.8079,
INDUSTRIE ILPEA ROMANIA SRL,2017,Agricultura,0.2146,0.0802,0.959,68.832,5.4084,2.3048,165.4241,0.4261,-0.7532,0.4807,
STOFE BUHUSI SA,2017,Agricultura,4.7731,1.796,0.0813,0.0886,34.388,18.8105,20.482,0.547,0.3068,51.7477,
DARELA IMPEX SRL,2017,Agricultura,0.6671,0.6153,0.5333,1.1801,14.6112,7.4363,16.4547,0.5089,-0.1776,3.3678,
PARC INDUSTRIAL HIT S.A.,2017,Agricultura,0.5389,0.4038,0.7245,2.6301,36.7009,26.6715,96.821,0.7267,-0.334,7.543,
TERMON CT SA,2017,Agricultura,0.5405,0.3563,0.7954,-39.3122,12.3406,6.0076,-296.9288,0.4868,-0.3654,1.5106,
RUSU CAR SRL,2017,Agricultura,2.0136,1.6321,0.4036,0.6766,1.3315,2.4999,4.1913,1.8775,0.409,1.5758,
ARTBACĂU SRL,2017,Agricultura,1.0798,0.2629,0.3312,0.644,2.8396,1.8509,3.5992,0.6518,0.0264,1.3614,
ECO VALEA MUNTELUI S.A.,2017,Agricultura,0.3302,0.3302,0.8506,5.6938,14.5578,13.7191,91.8321,0.9424,-0.5698,3.4478,
COMPANIA DE UTILITĂŢI PUBLICE TÎRGU OCNA SA,2017,Agricultura,1.0187,0.7255,0.8252,4.7221,12.7479,8.6981,49.7713,0.6823,0.0154,2.5096,
APA SERV TROTUŞ SRL,2017,Agricultura,9.0874,9.0063,0.11,0.1236,1.8543,0.5678,0.638,0.3062,0.89,1.2012,
ANGE-CLAU PATY SRL,2017,Agricultura,1.6119,0.8799,0.191,0.2361,29.5492,14.9502,18.4804,0.5059,0.1169,15.9087,
CENTRUL DE AFACERI ŞI EXPOZIŢIONAL BACĂU SA,2017,Agricultura,0.0338,0.0311,0.3859,0.6283,14.0657,10.9451,17.8215,0.7781,-0.3728,6.3951,
SERVICII COMUNALE ZEMEŞ SRL,2017,Agricultura,1.3156,1.2055,0.2728,0.5235,9.3699,10.3809,19.9163,1.1079,0.0861,9.0586,
INDUSTRIES YIELD SRL,2017,Agricultura,0.8899,0.7087,0.3813,0.6162,0.6857,0.2735,0.4421,0.3989,-0.042,0.3784,
SOCIETATEA DE SERVICII PUBLICE MUNICIPALE BACĂU S.A.,2017,Agricultura,0.4645,0.1935,0.968,30.2264,0.3515,0.1724,5.3823,0.4903,-0.5184,0.0502,
REGIA AUTONOMA AEROPORTUL ORADEA,2017,Agricultura,1.0343,0.9618,0.8888,7.9956,14.4664,5.9758,53.7559,0.4131,0.0305,1.474,
SIMBAC SA,2017,Agricultura,3.2994,1.4724,0.185,0.2485,12.0746,10.5178,14.1282,0.8711,0.4254,12.3791,
SOLCETA SA,2017,Agricultura,1.3154,1.3154,0.7631,3.2217,28.0416,6.46,27.2722,0.2304,0.2407,1.693,
ADMINISTRAŢIA DOMENIULUI PUBLIC BEIUŞ S.A.,2017,Agricultura,0.5632,0.4112,1.149,-7.7124,0.5459,0.4041,-2.7125,0.7403,-0.5018,0.105,
SALUBRI SA,2017,Agricultura,0.0915,0.0607,10.9244,-1.1008,29.5901,54.1216,-5.4534,1.829,-9.9244,0.9908,
FIERBECONS SRL,2017,Agricultura,1.3592,0.8287,0.6632,5.5207,13.8859,11.9332,99.3364,0.8594,0.2382,3.7983,
OCOLUL SILVIC CODRII CAMARII RA,2017,Agricultura,6.0401,3.6949,0.0708,0.0762,34.8066,20.0921,21.6231,0.5772,0.3569,65.2807,
ELSANDU SRL,2017,Agricultura,0.498,0.168,0.9106,10.1902,10.7512,6.5206,72.967,0.6065,-0.4572,1.5872,
STUDIO GALAXIE SRL,2017,Agricultura,1.6293,1.5231,0.3315,19.5052,0.0,0.0,0.0,0.2984,0.2086,0.0039,
OCOLUL SILVIC ŞOIMI RA,2017,Agricultura,0.9633,0.3398,0.3998,0.6662,19.6059,13.4056,22.337,0.6838,-0.0147,6.9054,
SERVICIUL PUBLIC DE INTERES COMUNAL POPESTI SA,2017,Agricultura,1.3989,1.1352,0.2792,0.3874,46.3436,22.3665,31.0307,0.4826,0.1114,16.1716,
CITADIN PREST SA,2017,Agricultura,0.675,0.3828,0.8022,16.8577,5.1248,1.7596,36.975,0.3433,-0.2607,0.4387,
TBS AVIATION SRL,2017,Agricultura,0.7317,0.5516,0.4689,0.8878,21.9479,8.7797,16.6242,0.4,-0.1258,4.3462,
CUADRIPOL SA,2017,Agricultura,3.1794,1.1697,0.1165,0.1502,15.4058,14.3105,18.4553,0.9289,0.2538,28.3006,
AOS IMPEX SRL,2017,Agricultura,0.1469,0.1469,6.0713,-1.0469,4.7302,45.361,-7.8219,9.5897,-5.1792,1.4943,
MAGDOLNA IMPEX SRL,2017,Agricultura,0.5972,0.4428,0.8756,7.0396,4.5481,3.9851,32.0383,0.8762,-0.3527,1.0598,
RO DACIA COM SRL,2017,Agricultura,0.2572,0.126,1.0067,-149.6244,-10.7046,-2.5311,376.1844,0.2365,-0.7478,-0.5028,
GENEX COM SRL,2017,Agricultura,0.4253,0.3657,1.7415,-2.1681,-11.4653,-33.1587,41.2816,2.8921,-1.0009,-3.8081,
CONSILPREST SRL,2017,Agricultura,0.5211,0.2891,0.9658,29.6417,-6.0808,-4.1807,-128.3133,0.6875,-0.4625,-0.8658,
POLISANO PHARMA S.R.L.,2017,Agricultura,0.5094,0.2017,0.8113,4.3038,8.8559,1.9434,10.3087,0.2194,-0.3981,0.6123,
RASITAL SRL,2017,Agricultura,3.0307,2.8492,0.2839,0.3964,12.7441,40.152,56.0693,3.1506,0.5765,30.5098,
GOSPODARIE COMUNALA SA SFANTU GHEORGHE,2017,Agricultura,0.1659,0.1133,0.9017,9.1705,0.8288,0.3374,3.4317,0.4071,-0.7521,0.088,
SAZY TRANS IMPEX SRL,2017,Agricultura,6.0319,5.7748,0.1643,0.2186,51.0344,72.6572,96.7014,1.4237,0.8267,105.0795,
TEGA SA,2017,Agricultura,0.3499,0.1307,0.8281,4.817,8.0685,5.6714,32.9901,0.7029,-0.5383,1.5236,
ANA TELEFERIC SA,2017,Agricultura,1.6974,0.7969,0.2655,0.507,1.6611,2.1458,4.0982,1.2918,0.1852,2.1842,
INDRA IMPORT EXPORT SRL,2017,Agricultura,6.5418,4.0266,0.0956,0.1057,23.9883,20.5064,22.6733,0.8549,0.5296,51.137,
FLORADI PROD COM SRL,2017,Agricultura,0.9461,0.6129,0.7027,2.7876,6.3703,5.5532,22.0307,0.8717,-0.0379,1.7051,
HIPERDIA SA,2017,Agricultura,0.4265,0.3788,0.8475,5.5574,14.4536,13.2337,86.7787,0.9156,-0.4861,3.7153,
CROSS CARGO LOGISTICS S.R.L.,2017,Agricultura,0.915,0.7135,0.8294,4.8602,-6.431,-7.939,-46.5239,1.2345,-0.0705,-1.704,
TATA TECHNOLOGIES SRL,2017,Agricultura,0.779,0.274,0.5687,1.4408,0.0912,0.0532,0.1347,0.5828,-0.1257,0.0187,
GOODPACK ROMANIA S.A.,2017,Agricultura,0.8269,0.7955,0.6981,2.3127,2.9988,4.9503,16.3991,1.6508,-0.1209,1.7819,
VBH ROMCOM SRL,2017,Agricultura,1.6235,1.6235,0.616,1.6039,17.1753,46.5592,121.2342,2.7108,0.384,15.9995,
MEDITUR SA,2017,Agricultura,0.8398,0.1584,0.9575,22.5208,0.0,0.0,0.0,0.4226,-0.1534,0.0978,
INSTA GRUP SRL,2017,Agricultura,0.5171,0.2474,0.3784,0.6135,21.8704,11.6195,18.838,0.5313,-0.1827,6.1933,
MINERAL QUANTUM SRL,2017,Agricultura,0.3556,0.0701,0.8143,4.3849,1.2076,0.7264,3.9114,0.6015,-0.5247,0.3803,
DURKOPP ADLER SRL,2017,Agricultura,1.7109,1.2276,0.209,0.3246,32.2839,14.6196,22.7083,0.4528,0.1486,16.592,
S.T.S. TRADING SRL,2017,Agricultura,1.6076,1.05,0.1977,0.2789,16.714,10.8533,15.3064,0.6494,0.1202,13.0191,
GOSCOM SA,2017,Agricultura,3.2535,1.3739,0.1633,0.1952,38.8109,25.1741,30.0875,0.6486,0.368,36.5759,
UNIMAT SRL,2017,Agricultura,1.2193,0.8432,0.4151,0.7098,11.5622,6.4887,11.0945,0.5612,0.091,3.1593,
LIAMED SRL,2017,Agricultura,2.2942,1.0595,0.2326,0.3048,41.9786,27.8931,36.556,0.6645,0.301,25.441,
GAMA CONSTRUCT SRL,2017,Agricultura,1.9667,1.4149,0.2318,0.3071,35.5535,17.6063,23.3196,0.4952,0.2241,16.7544,
TERMO CONFORT SRL,2017,Agricultura,0.9113,0.4254,0.4273,0.7461,58.39,37.7309,65.8822,0.6462,-0.0379,17.9629,
HENDRICKSON ROMANIA SRL,2017,Agricultura,0.1607,0.0644,6.224,-1.1914,96.9914,50.2972,-9.6281,0.5186,-5.224,1.6664,
WABERER`S ROMANIA SA,2017,Agricultura,0.9858,0.3346,0.4101,0.718,2.1348,2.3793,4.1653,1.1145,-0.0058,1.4371,
H L V TRANSILVANIA SRL,2017,Agricultura,5.1742,3.4489,0.0981,0.1087,45.8358,20.0331,22.2115,0.4371,0.4094,44.8501,
