company_name,year,sector,current_ratio,quick_ratio,debt_ratio,debt_to_equity,net_profit_margin,return_on_assets,return_on_equity,asset_turnover,working_capital_ratio,interest_coverage,is_bankrupt
MARIA TURISM SRL,2023,Agricultura,1.5349,1.5028,0.468,0.8997,22.0383,28.0355,53.8988,1.2721,0.2503,12.4608,
ALS ROMANIA SRL,2023,Agricultura,5.3378,4.1032,0.1689,0.2032,7.6275,5.4993,6.6169,0.721,0.7326,7.3749,
CASA AUTO SEBEŞ SRL,2023,Agricultura,0.3554,0.0049,1.22,-3.2091,-46.5628,-7.7216,20.3114,0.1658,-0.7864,-1.2421,
GLERUPS RO. SRL,2023,Agricultura,0.6519,0.252,0.6046,1.5289,2.254,3.015,7.6245,1.3376,-0.2105,1.1547,
PREFERA FOODS SA,2023,Agricultura,7.7592,7.4219,0.1087,0.1219,5.5991,2.3439,2.6296,0.4186,0.7344,4.9747,
MOTOBOOM SRL,2023,Agricultura,0.3743,0.1093,0.5397,1.1938,-22.0933,-12.6794,-28.0451,0.5739,-0.3377,-4.6984,
REGIA AUTONOMĂ LOCALĂ OCOLUL SILVIC VALEA SEBEŞULUI RA,2023,Agricultura,0.868,0.0386,0.8548,5.8891,1.181,0.6459,4.4499,0.5469,-0.1128,0.2563,
ŞANDOR TRANS SRL,2023,Agricultura,0.4176,0.206,1.0785,-13.7412,1.7078,5.6514,-72.0057,3.3092,-0.6281,1.6168,
ART INSTAL SRL,2023,Agricultura,14.2905,13.1747,0.0498,0.0524,20.3779,9.9827,10.5056,0.4899,0.6615,41.5142,
DN AGRAR CUT SRL,2023,Agricultura,0.5861,0.1634,0.6144,1.5937,4.1189,1.8788,4.873,0.4561,-0.2543,0.729,
DN AGRAR APOLD SRL,2023,Agricultura,1.0149,0.032,0.7483,2.9732,3.19,2.85,11.3238,0.8934,0.0111,0.8592,
DN AGRAR SERVICE SRL,2023,Agricultura,1.148,0.862,0.7083,2.6285,3.692,1.9109,7.0911,0.5176,0.1048,0.6155,
NLA WOOD EXPERT S.R.L.,2023,Agricultura,14.7508,10.3442,0.0418,0.0436,7.7913,3.0079,3.139,0.3861,0.5743,16.7032,
URBAN CONSTRUCT TRANSILVANIA SRL,2023,Agricultura,0.7499,0.7269,0.3428,0.5217,12.6325,9.3144,14.1738,0.7373,-0.0857,5.8638,
AUTOTRANS DIDI SRL,2023,Agricultura,3.5274,1.8746,0.1705,0.2177,23.1136,8.7623,11.1873,0.3791,0.4309,11.6977,
BARIL FORTE SRL,2023,Agricultura,0.7365,0.4602,0.6782,2.1103,7.3003,1.6573,5.157,0.227,-0.1787,0.5818,
MUREŞUL-DRÂMBAR SRL,2023,Agricultura,0.6872,0.4831,0.7153,2.5119,-23.8243,-10.5077,-36.9016,0.441,-0.2237,-2.9382,
BITZU & SUN SRL,2023,Agricultura,0.522,0.2112,0.9871,76.6004,4.238,2.491,193.2991,0.5878,-0.4718,0.637,
SALUBRITATE APUSENI SRL,2023,Agricultura,12.0874,7.0583,0.0348,0.036,-37.8598,-11.6637,-12.0838,0.3081,0.3854,-66.08,
LACTO AGRAR SRL,2023,Agricultura,0.2069,0.016,1.6789,-2.2637,-47.0981,-18.342,24.7315,0.3894,-1.3315,-2.1107,
REAL DOC FOREST SRL,2023,Agricultura,0.6613,0.6571,1.2856,-4.4409,18.069,0.3846,-1.3286,0.0213,-0.4355,0.0598,
EXCELENT AUTO SRL,2023,Agricultura,0.961,0.6205,0.7543,3.0706,4.0078,1.9729,8.0311,0.4923,-0.0294,0.6785,
TRANSALPINA FAN SRL,2023,Agricultura,3.1428,0.785,0.2111,0.2676,0.1563,0.0969,0.1228,0.6199,0.4523,0.6636,
SATROTEC SRL,2023,Agricultura,2.5488,0.5882,0.2594,0.3547,2.6864,2.8825,3.9417,1.073,0.4017,2.6461,
MOLENT STRUCTURI SRL,2023,Agricultura,3.7417,0.603,0.2447,0.3311,4.8769,4.2307,5.7236,0.8675,0.6709,3.9779,
GEORGIA CATERING SRL,2023,Agricultura,2.2991,0.2278,0.1649,0.1976,40.2562,9.9325,11.9016,0.2467,0.2143,13.2462,
MARYMANTES SPEED SRL,2023,Agricultura,0.1556,0.0654,0.8881,9.2621,3.6913,0.7412,7.7293,0.2008,-0.7499,0.2024,
GV & OPREAN LOGISTICS  SRL,2023,Agricultura,4.0846,1.1632,0.177,0.215,1.0597,0.5742,0.6976,0.5418,0.5459,0.6852,
TOTAL BUSINESS LAND SRL,2023,Agricultura,3.2635,2.2076,0.3064,0.4418,-3.2998,-34.9315,-50.3638,10.5861,0.6936,-22.8,
REMAT COMPACT SRL,2023,Agricultura,8.6268,4.92,0.0438,0.0458,6.8968,5.762,6.0261,0.8355,0.3343,29.9401,
VERDINO GREEN FOODS S.R.L.,2023,Agricultura,0.6744,0.3216,0.938,15.127,0.7275,0.9934,16.0214,1.3655,-0.3054,0.2753,
BOSCH REXROTH S.R.L.,2023,Agricultura,0.7989,0.212,0.2474,0.3288,2.0221,0.6947,0.9231,0.3435,-0.0498,0.8945,
ELGOSORT S.R.L.,2023,Agricultura,0.6754,0.4493,0.5215,1.3027,5.067,7.6363,19.0752,1.5071,-0.1693,3.4904,
ZG TIMBER SEBES S.R.L.,2023,Agricultura,6.3826,5.2192,0.0863,0.0945,13.2645,19.5874,21.4376,1.4767,0.4646,46.047,
AGRA`S FOOD FACTORY S.R.L.,2023,Agricultura,1.7515,0.4311,0.2428,0.3217,37.4017,11.6263,15.4063,0.3108,0.1824,9.7701,
BAZA DE TRATAMENT ȘI AGREMENT BĂILE SĂRATE OCNA MUREȘ S.A.,2023,Agricultura,3.5474,0.915,0.1545,0.187,11.9403,6.0914,7.3713,0.5102,0.3936,7.9434,
MULTICO SRL,2023,Agricultura,1.4,0.3089,0.2821,0.4757,6.7857,3.6102,6.088,0.532,0.1128,2.7308,
MIRADA CONSTRUCT SRL,2023,Agricultura,1.1437,1.0955,0.4934,0.974,21.5586,46.1462,91.1024,2.1405,0.0709,20.7142,
GOSPODARIREA COMUNALA ARAD SA,2023,Agricultura,1.2471,0.9963,0.6999,19.7085,2.6083,2.9237,82.3315,1.1209,0.173,1.0373,
DARIMEX INTERNATIONAL SRL,2023,Agricultura,1.0727,0.2303,0.5355,1.153,0.1569,0.1008,0.2171,0.6425,0.039,0.2372,
ARSAT INDUSTRIE SRL,2023,Agricultura,1.8611,0.7268,0.2134,0.2712,12.9021,7.2101,9.1656,0.5588,0.1837,7.2531,
MGG RECYCLING S.R.L.,2023,Agricultura,2.1004,0.7954,0.3697,0.6167,-22.817,-8.0749,-13.4703,0.3539,0.4068,-4.3688,
RESCO SA,2023,Agricultura,1.3976,0.6404,0.196,0.2463,13.9352,4.8022,6.0357,0.3446,0.0779,5.3945,
COMPANIA DE TRANSPORT PUBLIC SA,2023,Agricultura,0.4578,0.2999,0.5208,1.0868,40.0709,5.394,11.2562,0.1346,-0.2824,2.1326,
Firma_6540409,2023,Agricultura,6.0733,2.7857,0.139,0.1617,1.9023,0.8932,1.0389,0.4695,0.7054,1.6434,
AGROZOOINDUSTRIALA SRL,2023,Agricultura,0.7899,0.585,0.6394,1.7729,0.7988,0.5683,1.5758,0.7114,-0.1343,0.1778,
AGROINDIMPEX SRL,2023,Agricultura,0.0751,0.0435,1.1303,-8.6724,8.3395,1.5713,-12.0556,0.1884,-1.0454,0.3218,
CHEMIROL AGRO SRL,2023,Agricultura,0.4151,0.0571,0.5457,1.5044,19.2164,10.2079,28.139,0.5312,-0.3192,4.0175,
SILDOR PROD SRL,2023,Agricultura,0.3341,0.0113,0.9402,15.7126,2.8431,1.398,23.3641,0.4917,-0.6261,0.4009,
ARSAT AGRICULTURA SRL,2023,Agricultura,2.7198,2.6236,0.2714,1.2346,3.1788,3.4341,15.6219,1.0803,0.4668,3.1226,
REAL FRIULI SRL,2023,Agricultura,0.4736,0.1934,0.604,1.5255,7.1413,2.254,5.6926,0.3156,-0.318,0.8616,
NORBELA  SRL,2023,Agricultura,0.8871,0.6047,0.3621,0.919,26.7261,7.1236,18.0793,0.2665,-0.0409,4.0893,
OST TRANSPORT SRL,2023,Agricultura,1.295,0.9604,0.4117,2.9538,36.0352,19.0385,136.5901,0.5283,0.1214,9.2484,
HYDRO BG SRL,2023,Agricultura,1.0302,0.5275,0.6792,3.5648,2.8459,3.1898,16.7421,1.1209,0.0205,1.1182,
SATURN SA,2023,Agricultura,1.1367,0.4648,0.437,0.7762,2.0524,1.4263,2.5335,0.695,0.0597,0.9233,
SOCIETATEA DE TRANSPORT PUBLIC SA ALBA IULIA,2023,Agricultura,3.5233,1.9182,0.141,0.1672,3.2705,4.5795,5.4313,1.4003,0.3557,7.3148,
DUPEX SRL,2023,Agricultura,1.2723,1.1332,0.6384,1.7655,22.8845,32.5245,89.9477,1.4212,0.1739,11.9284,
TEOFARM SRL,2023,Agricultura,1.4164,0.8336,0.5651,1.6132,0.1824,0.5241,1.496,2.8733,0.2353,1.2298,
CISEROM SA,2023,Agricultura,0.6227,0.2707,0.3886,0.6357,0.1405,0.081,0.1324,0.5763,-0.1466,0.1311,
MADO SRL,2023,Agricultura,0.9621,0.4509,0.7117,2.4688,5.1413,7.4782,25.9406,1.4545,-0.027,2.514,
APIDAVA SRL,2023,Agricultura,1.5054,0.4019,0.3996,0.6656,-21.1628,-12.9755,-21.6117,0.6131,0.2019,-6.4941,
MECSOL GALDA SRL,2023,Agricultura,0.9015,0.2341,0.5396,1.1718,1.0524,1.2425,2.6985,1.1807,-0.0531,0.4606,
POMAROM SRL,2023,Agricultura,2.1821,2.152,0.3263,1.4533,0.7098,0.6845,3.0489,0.9644,0.3857,0.8864,
MOBILAIUD SRL,2023,Agricultura,0.5516,0.2787,0.5735,2.9321,5.0624,2.8658,14.6513,0.5661,-0.2572,1.1551,
DELPAS SRL,2023,Agricultura,5.5233,3.7562,0.0863,0.1131,-45.8851,-43.7028,-57.256,0.9524,0.3906,-100.1297,
DRUMURI SI PODURI LOCALE ALBA SA,2023,Agricultura,1.1782,0.5671,0.6153,1.5991,0.9327,0.4694,1.22,0.5033,0.1096,1.2469,
OPREAN SRL,2023,Agricultura,23.6519,23.1785,0.0388,0.2501,23.2916,15.4192,99.518,0.662,0.8778,94.5378,
TRANS-PRIMA SRL,2023,Agricultura,0.9329,0.336,0.8982,8.8202,4.0617,3.5089,34.4581,0.8639,-0.0603,0.8942,
MERCADO SRL,2023,Agricultura,2.48,2.3757,0.3951,0.6531,1.3364,2.0052,3.3149,1.5005,0.5847,1.3071,
TRANS IVINIS & CO SRL,2023,Agricultura,0.516,0.4427,1.4358,-3.2947,2.2281,0.6553,-1.5036,0.2941,-0.6949,0.1112,
ALPIN 57 LUX S.R.L.,2023,Agricultura,0.7898,0.6361,0.5721,1.3371,13.5571,14.0073,32.7365,1.0332,-0.1202,5.8193,
FANTASTIC SRL,2023,Agricultura,0.8266,0.1166,0.4519,0.8245,1.3844,1.1631,2.1221,0.8402,-0.0784,0.6028,
MAGNETIC CAMAPO SRL,2023,Agricultura,0.4315,0.3777,0.6665,1.9983,5.274,7.3473,22.0291,1.3931,-0.3789,2.5676,
PRENIS SRL,2023,Agricultura,0.792,0.5141,0.462,0.9214,-9.9989,-4.0434,-8.0649,0.4044,-0.0961,-1.7365,
GIRO SRL,2023,Agricultura,1.1507,0.204,0.8546,5.8784,2.0809,0.6793,4.6724,0.3264,0.1288,0.159,
PRIMA SEMENTI SRL,2023,Agricultura,0.9558,0.291,0.6938,2.7685,4.5054,3.3487,13.3628,0.7433,-0.0307,1.1082,
ROMANA STADION SRL,2023,Agricultura,7.3805,3.8474,0.0594,0.0637,21.0103,3.3161,3.5562,0.1578,0.379,12.9874,
ALBACO EXIM SRL,2023,Agricultura,0.2704,0.181,0.7335,2.7523,18.4123,8.9991,33.7676,0.4888,-0.5352,2.6771,
LIVIO-DARIO SRL,2023,Agricultura,0.9894,0.5691,0.6226,1.6558,11.6061,8.7032,23.1478,0.7499,-0.0066,2.8136,
TOBIMAR SRL,2023,Agricultura,1.4245,0.2018,0.2783,0.3855,37.6799,14.0394,19.4521,0.3726,0.1181,10.0909,
PROMOTION SRL FILIALA BLAJ,2023,Agricultura,1.4602,0.9549,0.597,1.4813,1.3629,4.306,10.6845,3.1595,0.2747,1.7249,
TEHNODOMUS S.R.L.,2023,Agricultura,0.607,0.5564,1.3268,-4.0595,-57.9948,-0.7905,2.4186,0.0136,-0.5214,-0.1192,
AEROPORTUL ARAD SA,2023,Agricultura,4.2736,2.4524,0.0562,0.0597,16.5847,4.1987,4.4617,0.2532,0.184,17.5226,
EU RO SPEED SRL,2023,Agricultura,-32.5228,-31.6937,-0.0305,-0.0296,6.6183,26.0426,25.2711,3.9349,1.0233,193.8308,
TERMO - CONSTRUCT SA,2023,Agricultura,0.6977,0.6556,1.263,-4.8028,-34.0628,-26.3142,100.068,0.7725,-0.3818,-4.0351,
P L NORIS SRL,2023,Agricultura,1.3465,1.3039,0.5977,1.4855,17.7288,28.5168,70.879,1.6085,0.2071,10.0248,
MODERN TRADING SRL,2023,Agricultura,1.2508,0.8428,0.2779,0.3849,-10.8984,-4.3829,-6.0701,0.4022,0.0697,-3.1538,
FERONERIA PROD SA,2023,Agricultura,1.734,0.7019,0.3351,0.5099,9.747,9.185,13.9789,0.9423,0.2459,5.713,
MOBILIER GENERAL ARAD MGA SRL,2023,Agricultura,1.1247,1.0827,0.6774,2.0999,8.7004,4.6904,14.5396,0.5391,0.0845,1.555,
VERBITA SRL,2023,Agricultura,1.9182,0.4954,0.3156,0.4612,2.0112,0.9719,1.4201,0.4832,0.2898,0.8182,
AMAHOUSE SRL,2023,Agricultura,0.5439,0.3412,1.439,-3.2778,-27.7167,-25.5338,58.1619,0.9212,-0.6563,-3.5488,
UNIVERSAL CRIS SRL,2023,Agricultura,4.2418,2.4495,0.1389,0.1628,6.6319,6.3776,7.4703,0.9617,0.4504,10.1232,
MARESI FOODBROKER SRL,2023,Agricultura,0.1351,-0.0644,0.6024,1.5152,7.4464,2.3602,5.9364,0.317,-0.521,0.9418,
MARGINEANA SRL,2023,Agricultura,0.488,0.0236,1.6323,-2.5816,-36.7449,-36.1988,57.2504,0.9851,-0.8357,-4.3146,
RECONS SA,2023,Agricultura,3.2928,2.9181,0.2972,0.4229,0.956,0.8684,1.2357,0.9084,0.6814,0.7283,
SECURO TECH SRL,2023,Agricultura,0.4569,0.3219,0.9546,21.0411,47.1152,19.8354,437.1944,0.421,-0.5185,4.2438,
VDL - ROTECH SRL,2023,Agricultura,2.0499,1.8681,0.2944,1.4551,10.0482,8.9979,44.4744,0.8955,0.3091,7.3083,
EVEREL ROMÂNIA SRL,2023,Agricultura,0.7683,0.2974,0.2593,0.3563,9.4351,2.1986,3.0208,0.233,-0.0601,1.7536,
B.N.BUSINESS SRL,2023,Agricultura,1.479,1.2174,0.3422,0.5202,22.4552,8.6738,13.1857,0.3863,0.1639,5.3185,
INSTAL IMPEX SRL,2023,Agricultura,2.454,2.4225,0.3659,0.577,35.4805,36.163,57.0286,1.0192,0.532,22.8419,
METALCOMP INTERNATIONAL SRL,2023,Agricultura,0.7492,0.3279,0.9189,11.3319,2.1444,2.4152,29.7844,1.1263,-0.2305,0.7062,
