company_name,year,sector,current_ratio,quick_ratio,debt_ratio,debt_to_equity,net_profit_margin,return_on_assets,return_on_equity,asset_turnover,working_capital_ratio,interest_coverage,is_bankrupt
TONNELLERIE MARGO SRL,2019,Agricultura,0.3911,0.2917,0.9213,19.1655,-2.7166,-2.4851,-51.6967,0.9148,-0.561,-0.5395,
INTECO HOLDING SRL,2019,Agricultura,0.0727,0.0722,4.0862,-1.324,43.9411,20.4703,-6.6328,0.4659,-3.789,1.0526,
CAME-IT SRL,2019,Agricultura,2.3234,0.3548,0.2422,0.3197,7.6356,18.6394,24.5978,2.4411,0.3206,18.1897,
ICIRUAL 2003 SRL,2019,Agricultura,0.8073,0.2751,0.4286,0.7501,11.7822,8.0073,14.0134,0.6796,-0.0826,3.7581,
LAGERMAX LOGISTICS ROMANIA S.R.L.,2019,Agricultura,0.6386,0.3791,0.8002,7.3608,4.2134,3.0588,28.1357,0.726,-0.2892,0.9144,
PORTA KMI ROMANIA SRL,2019,Agricultura,1.5804,1.5571,0.3544,0.549,3.154,1.7006,2.6342,0.5392,0.2057,1.4854,
RODSPECTRA SRL,2019,Agricultura,0.5062,0.1601,0.6,1.7066,-32.9515,-11.1727,-31.7809,0.3391,-0.2963,-3.6057,
PRESTAGRO COMIMPEX SRL,2019,Agricultura,0.4717,0.1175,0.4848,0.9411,30.6439,10.7188,20.8064,0.3498,-0.2561,4.5877,
SMART COMSERV SRL,2019,Agricultura,0.4055,0.361,0.4377,-2.6628,-51.485,-11.5294,70.1432,0.2239,-0.2602,-5.2685,
AUTOGRUPM RO SRL,2019,Agricultura,0.7985,0.1862,0.5429,1.1878,7.352,5.3906,11.7932,0.7332,-0.1094,2.2016,
SYLC CON TRANS SRL,2019,Agricultura,0.7261,0.4882,0.4413,0.8964,4.3612,2.5327,5.1445,0.5807,-0.1209,1.3052,
ERGAD TECHNOLOGY SRL,2019,Agricultura,0.4836,0.4483,0.8656,6.4387,0.988,0.3763,2.7995,0.3809,-0.447,0.195,
COST.E.L.PRODUZIONE SRL,2019,Agricultura,30.7073,15.9113,0.0217,0.0222,8.4345,9.3947,9.6031,1.1138,0.6448,96.8548,
TRANSEURO SRL,2019,Agricultura,0.3311,0.0748,0.7028,2.3645,0.1783,0.0772,0.2596,0.4327,-0.4701,0.0682,
APA-CTTA SA,2019,Agricultura,0.7097,0.3384,0.4925,0.9704,4.8523,1.7029,3.3554,0.3509,-0.143,0.8799,
SOCIETATEA DE TRANSPORT PUBLIC SA ALBA IULIA,2019,Agricultura,0.422,0.0497,0.6959,2.2882,5.2196,1.4935,4.911,0.2861,-0.4022,0.4789,
DACIA SA,2019,Agricultura,5.8275,5.0673,0.1341,0.2062,1.289,0.4794,0.7376,0.372,0.6472,0.8529,
I.A.M.U. SA,2019,Agricultura,0.5646,0.1681,0.7023,2.3596,12.0146,1.2172,4.0898,0.1013,-0.3058,0.3466,
CISEROM SA,2019,Agricultura,1.8588,0.4327,0.3123,1.7494,0.474,0.1156,0.6478,0.2439,0.2682,0.2864,
MADO SRL,2019,Agricultura,0.9181,0.4181,0.5897,1.5199,2.6589,2.3917,6.1649,0.8995,-0.0483,0.9664,
APIDAVA SRL,2019,Agricultura,6.0502,5.6356,0.1557,1.6712,24.1468,3.5754,38.3786,0.1481,0.7863,4.7587,
MOBILAIUD SRL,2019,Agricultura,0.6982,0.1736,0.7261,2.6515,9.3702,7.2672,26.5366,0.7756,-0.2191,2.259,
VINERSAR SRL,2019,Agricultura,1.068,0.7182,0.8814,7.4292,2.8418,6.4323,54.2189,2.2635,0.0599,1.9285,
DRUMURI SI PODURI LOCALE ALBA SA,2019,Agricultura,0.7752,0.1058,0.6644,1.9799,0.9715,0.5307,1.5814,0.5463,-0.1494,0.3242,
OPREAN SRL,2019,Agricultura,0.8284,0.2524,0.7355,7.8356,0.6258,0.3581,3.8153,0.5723,-0.1262,0.2185,
TRANS-PRIMA SRL,2019,Agricultura,2.1403,0.8453,0.141,0.1642,14.4115,13.2022,15.3803,0.9161,0.1607,22.4303,
MERCADO SRL,2019,Agricultura,1.4912,1.0096,0.5053,1.0216,7.4285,5.7879,11.7006,0.7791,0.2482,2.5413,
TRANS IVINIS & CO SRL,2019,Agricultura,1.2451,0.6986,0.7829,3.6064,2.0359,5.7638,26.5505,2.8311,0.1919,1.821,
ALPIN 57 LUX S.R.L.,2019,Agricultura,0.922,0.1371,0.4854,0.9432,20.8687,9.9661,19.3661,0.4776,-0.0379,4.8743,
FANTASTIC SRL,2019,Agricultura,0.6317,0.127,0.6034,1.5213,28.5173,16.6478,41.975,0.5838,-0.2222,6.5177,
GIRO SRL,2019,Agricultura,17.4182,15.4443,0.0567,1.3463,-7.1667,-5.3704,-127.4074,0.7494,0.9317,-11.0041,
LIVIO-DARIO SRL,2019,Agricultura,0.6269,0.2608,0.5997,1.4978,24.5583,11.4763,28.6658,0.4673,-0.2237,3.958,
TOBIMAR SRL,2019,Agricultura,0.8603,0.8396,0.919,11.5456,0.575,0.3458,4.3449,0.6014,-0.1284,0.1157,
PROMOTION SRL FILIALA BLAJ,2019,Agricultura,1.2439,0.7976,0.3318,0.5077,16.6601,16.4497,25.1735,0.9874,0.0809,10.7096,
EUROPEXPRES SRL,2019,Agricultura,1.2317,0.8883,0.4407,0.7878,68.4607,13.1794,23.5625,0.1925,0.1021,6.0544,
ALBA ALUMINIU SRL,2019,Agricultura,0.5596,0.2498,0.9627,25.8225,-8.8738,-0.9465,-25.3878,0.1067,-0.424,-0.1744,
SCANDIA RETAIL S.R.L.,2019,Agricultura,1.9784,1.7236,0.3948,0.6523,32.1738,31.1808,51.5194,0.9691,0.3862,16.2952,
TRANS AVRAM SRL,2019,Agricultura,3.8395,3.1107,0.1451,0.1697,69.4221,20.9948,24.5581,0.3024,0.412,29.3617,
POMPONIO SRL,2019,Agricultura,1.372,0.8552,0.3366,0.5074,3.3655,1.824,2.7495,0.542,0.1252,1.5256,
LIN & EMA SRL,2019,Agricultura,0.7539,0.1752,0.5792,1.3762,21.5187,10.2315,24.3125,0.4755,-0.1425,3.7025,
CETATEA DE BALTA SRL,2019,Agricultura,1.2856,0.966,0.3101,0.4664,13.8755,7.661,11.5247,0.5521,0.0885,6.1152,
FINNOTEX SRL,2019,Agricultura,7.5408,7.4874,0.0122,0.0135,34.4619,2.8636,3.1495,0.0831,0.08,55.3101,
H.P.T. HUMBEL PRODUCTIONSTECHNIK SRL,2019,Agricultura,0.8706,0.8501,1.1211,-9.2568,0.0827,0.1037,-0.8564,1.2536,-0.1451,0.0534,
NOVA GRUP SRL,2019,Agricultura,0.7946,-0.1126,0.504,1.1668,3.8024,2.8188,6.5263,0.7413,-0.1035,1.3348,
ALOREF SRL,2019,Agricultura,4.7896,4.7896,0.1985,0.2477,-52.5627,-20.6938,-25.8195,0.3937,0.7523,-20.8481,
ATERO SRL,2019,Agricultura,0.6973,0.3118,0.4064,0.6845,25.5994,9.5903,16.1549,0.3746,-0.123,4.8805,
PARCUL INDUSTRIAL CUGIR SA,2019,Agricultura,1.4269,0.9625,0.542,1.1834,5.1505,10.4685,22.8573,2.0325,0.2314,4.4727,
ALBATROS GOLD SRL,2019,Agricultura,2.5236,0.4983,0.1463,0.1714,-12.659,-7.5091,-8.7962,0.5932,0.223,-9.4524,
SAVINI DUE SRL,2019,Agricultura,0.4949,0.4437,0.8966,8.6753,36.8631,11.9325,115.4498,0.3237,-0.4529,2.7338,
ELIS AGREGATE SRL,2019,Agricultura,1.188,0.9874,0.3952,0.6534,21.5708,10.467,17.3061,0.4852,0.0743,5.491,
EURO STAR GROUP SRL,2019,Agricultura,1.6005,1.1545,0.1777,0.2161,13.7786,7.7683,9.4473,0.5638,0.1067,9.2468,
OPTIRAD SRL,2019,Agricultura,7.6849,7.459,0.0366,0.0379,20.0015,3.0113,3.1256,0.1506,0.2444,19.6146,
OCOLUL SILVIC SEBEŞ RA,2019,Agricultura,0.9067,0.4513,0.5169,1.0698,10.8529,5.8795,12.1692,0.5417,-0.0482,2.5223,
S.T.G. SWITCH TECHNOLOGY GUNTHER SRL,2019,Agricultura,1.1229,0.9861,0.412,0.7008,17.5247,18.4675,31.4088,1.0538,0.0506,9.4766,
OCOLUL SILVIC SAPCEA CUGIR RA,2019,Agricultura,1.5702,0.7521,0.3126,0.4548,15.8653,9.338,13.5849,0.5886,0.1782,5.9741,
REGIA AUTONOMA LOCALA-OCOLUL SILVIC VALEA PIANULUI RA,2019,Agricultura,0.1967,0.1412,1.1381,-8.2421,-69.8217,-14.1706,102.6251,0.203,-0.9143,-2.4903,
ANA GIK TRANS SRL,2019,Agricultura,0.262,0.1661,0.6757,2.0833,0.84,0.1131,0.3488,0.1347,-0.4987,0.0373,
COMPANIA NAŢIONALĂ ROMARM S.A. BUCUREŞTI FILIALA SOCIETATEA FABRICA DE ARME CUGIR S.A.,2019,Agricultura,0.432,0.2044,0.7444,2.9123,-2.3101,-0.9397,-3.6765,0.4068,-0.4228,-0.2525,
CONSTRUCŢII ŞI SERVICII SRL,2019,Agricultura,1.2123,1.1536,0.1201,1.0244,0.0,0.0,0.0,0.1728,0.0255,0.0458,
MECATRONICS SA,2019,Agricultura,1.0597,0.5676,0.4519,0.8245,33.9608,13.224,24.1269,0.3894,0.027,6.0078,
TOBIMAR CONSTRUCT SRL,2019,Agricultura,12.0479,9.3895,0.0827,0.0902,18.731,27.6215,30.112,1.4746,0.9137,70.3614,
MARIA TURISM SRL,2019,Agricultura,17.3573,14.5043,0.0498,0.0561,12.0814,8.4401,9.5048,0.6986,0.8152,40.7181,
ECOVITA SRL,2019,Agricultura,2.5366,0.6969,0.2317,0.3019,19.0671,18.1469,23.6419,0.9517,0.3561,19.1037,
CASA AUTO SEBEŞ SRL,2019,Agricultura,0.718,0.211,0.9771,54.2181,0.8025,0.2561,14.2092,0.3191,-0.2755,0.1179,
PREFERA FOODS SA,2019,Agricultura,0.6637,0.3125,0.7054,2.3948,0.2549,1.7952,6.0943,7.0421,-0.2372,2.5304,
REGIA AUTONOMĂ LOCALĂ OCOLUL SILVIC VALEA SEBEŞULUI RA,2019,Agricultura,2.066,1.6137,0.2513,0.3356,24.6853,8.7192,11.6455,0.3532,0.2679,8.2449,
LACTATE CH SRL,2019,Agricultura,80.3968,72.3051,0.009,0.0091,32.5984,13.8927,14.0191,0.4262,0.7155,200.0,
ATLAS IMOBILIARE SRL,2019,Agricultura,0.9999,0.7413,0.6408,1.7843,42.0741,24.2207,67.4381,0.5757,-0.0001,7.9261,
LACTALIS ROMANIA S.A.,2019,Agricultura,1.1989,0.7512,0.5059,1.0241,33.7694,17.5081,35.4375,0.5185,0.1006,7.4215,
DN AGRAR APOLD SRL,2019,Agricultura,13.0771,5.0952,0.0236,0.029,23.2857,14.5187,17.8658,0.6235,0.2848,127.7302,
BARIL FORTE SRL,2019,Agricultura,0.435,0.1955,0.8177,11.5461,-8.6106,-2.3708,-33.4755,0.2753,-0.4621,-0.5799,
AGROPEC DIONIS SRL,2019,Agricultura,0.4142,0.0691,0.7683,3.3167,12.5217,4.2404,18.3046,0.3386,-0.4501,1.3573,
STRATUSCOM BLAJ SRL,2019,Agricultura,2.1925,2.1601,0.451,25.0655,1.1878,1.7888,99.4273,1.506,0.5378,0.9977,
LACUL CODRILOR SRL,2019,Agricultura,0.3657,0.2246,0.579,2.2801,2.0079,0.8745,3.444,0.4356,-0.3672,0.4387,
SALUBRITATE APUSENI SRL,2019,Agricultura,0.4142,0.166,0.5285,1.121,22.772,4.6855,9.9379,0.2058,-0.3096,2.1626,
SATROTEC SRL,2019,Agricultura,0.232,0.1665,0.762,42.2879,3.3743,1.5129,83.9629,0.4484,-0.5852,0.3971,
VCST AUTOMOTIVE PRODUCTION ALBA SRL,2019,Agricultura,0.4575,0.2326,0.5558,2.3098,8.0136,4.2745,17.7647,0.5334,-0.3015,1.5382,
TECNO PLAST CUGIR SRL,2019,Agricultura,31.9494,25.4765,0.0225,0.0231,25.5888,13.6511,13.966,0.5335,0.6978,125.0042,
GEORGIA CATERING SRL,2019,Agricultura,0.9708,0.4451,0.8708,6.7399,5.8182,6.5826,50.9485,1.1314,-0.0254,1.7717,
GV & OPREAN LOGISTICS  SRL,2019,Agricultura,0.4669,0.3198,0.7072,2.4151,21.653,17.9233,61.2108,0.8278,-0.377,5.0689,
PIC INTERLOGISTIC SRL,2019,Agricultura,1.1725,0.8495,0.8185,4.5091,9.5523,18.1057,99.7461,1.8954,0.1412,4.8874,
VERDINO GREEN FOODS S.R.L.,2019,Agricultura,0.3659,0.0722,0.454,0.8316,7.4962,4.7737,8.7436,0.6368,-0.2879,2.1027,
BOSCH REXROTH S.R.L.,2019,Agricultura,0.1565,0.0317,0.9769,42.218,5.0249,0.5212,22.5242,0.1037,-0.8239,0.1279,
EDISON COFFEE SHOP S.R.L.,2019,Agricultura,0.6948,0.5553,0.8661,11.9256,0.428,0.5284,7.276,1.2346,-0.2643,0.147,
PHOENIX GROUP SRL,2019,Agricultura,1.0231,0.5582,0.2289,0.323,3.5045,0.3694,0.5214,0.1054,0.0053,0.3992,
GOSPODARIREA COMUNALA ARAD SA,2019,Agricultura,0.8584,0.4664,0.5286,1.2455,8.9693,6.6606,15.6942,0.7426,-0.0749,2.8842,
COMPANIA DE APĂ ARAD SA,2019,Agricultura,1.2094,1.0342,0.3467,3.1117,0.2414,0.5913,5.3061,2.4496,0.0726,0.5037,
DARIMEX INTERNATIONAL SRL,2019,Agricultura,0.2818,0.1349,0.536,1.155,5.6351,2.8977,6.2446,0.5142,-0.3849,1.2479,
ARSAT INDUSTRIE SRL,2019,Agricultura,0.7575,0.4719,0.5926,6.5483,2.5914,1.7806,19.677,0.6871,-0.1437,0.601,
RESCO SA,2019,Agricultura,5.8618,5.016,0.1051,0.1174,-82.6822,-29.4629,-32.9215,0.3563,0.5108,-53.3318,
COMPANIA DE TRANSPORT PUBLIC SA,2019,Agricultura,1.3114,0.5858,0.2084,0.2707,-3.4109,-2.7959,-3.6313,0.8197,0.0649,-2.6826,
R-12 SERVICE SUBCETATE SRL,2019,Agricultura,1.2031,1.1962,0.7929,6.6197,51.6853,56.0179,467.6692,1.0838,0.161,16.679,
Firma_12613777,2019,Agricultura,0.4725,0.158,0.6581,1.9249,-17.7312,-7.8189,-22.8691,0.441,-0.3471,-2.3192,
SINAPIS SRL,2019,Agricultura,3.007,1.8531,0.1923,0.2381,1.4205,1.583,1.9599,1.1144,0.3859,2.9287,
AGROINDIMPEX SRL,2019,Agricultura,2.188,1.6977,0.3373,0.5089,0.0286,0.0342,0.0516,1.1972,0.4007,0.0535,
CHEMIROL AGRO SRL,2019,Agricultura,1.2488,0.6142,0.3079,0.4449,37.0503,23.1119,33.3941,0.6238,0.0766,17.8231,
LUAR SRL,2019,Agricultura,20.8539,10.4479,0.0362,0.0376,22.0933,14.2406,14.7762,0.6446,0.7196,83.1239,
NORBELA  SRL,2019,Agricultura,0.4413,0.0456,0.5812,1.5556,11.1728,5.0793,13.5956,0.4546,-0.3247,1.9301,
OST TRANSPORT SRL,2019,Agricultura,0.6751,0.3205,0.6275,1.6845,4.3619,2.0257,5.4381,0.4644,-0.2038,0.7666,
HYDRO BG SRL,2019,Agricultura,0.1037,0.062,1.8934,-2.1193,-20.2297,-9.6699,10.8238,0.478,-1.697,-1.0214,
TEHNODOMUS S.R.L.,2019,Agricultura,0.4516,0.243,0.9369,61.9054,2.1303,0.5066,33.4775,0.2378,-0.5137,0.1082,
AEROPORTUL ARAD SA,2019,Agricultura,48.9037,40.3299,0.0121,0.0132,11.1616,6.0784,6.5946,0.5446,0.5817,115.0673,
TERMO - CONSTRUCT SA,2019,Agricultura,0.9077,0.5076,0.828,4.8124,1.9191,8.2949,48.2132,4.3224,-0.0764,2.2042,
P L NORIS SRL,2019,Agricultura,1.3989,1.0506,0.4174,0.7818,5.9291,5.2133,9.7646,0.8793,0.1665,2.9005,
FERONERIA PROD SA,2019,Agricultura,0.3542,0.2039,0.7937,4.3593,-28.0028,-9.7899,-53.7704,0.3496,-0.5125,-2.467,
MOBILIER GENERAL ARAD MGA SRL,2019,Agricultura,1.92,1.0116,0.3837,0.6225,42.985,21.2089,34.4107,0.4934,0.353,11.3173,
VERBITA SRL,2019,Agricultura,1.6833,1.6293,0.5142,1.0585,63.4219,20.4889,42.1756,0.3231,0.3514,8.0949,
AMAHOUSE SRL,2019,Agricultura,0.2846,0.1931,0.3525,0.5443,3.6969,1.3559,2.094,0.3668,-0.2522,1.0112,
LACTO FOOD S.R.L.,2019,Agricultura,1.1471,1.0839,0.5998,2.5945,6.5628,6.9914,30.2408,1.0653,0.0882,2.5109,
UNIVERSAL CRIS SRL,2019,Agricultura,1.3616,0.4651,0.1915,0.2487,19.8497,6.9291,8.9993,0.3491,0.0692,7.7841,
MARESI FOODBROKER SRL,2019,Agricultura,2.473,2.2269,0.3289,0.49,11.1386,7.3945,11.0178,0.6639,0.4844,4.9008,
MARGINEANA SRL,2019,Agricultura,0.6279,0.3822,1.2003,-5.9916,-22.5163,-32.8055,163.7527,1.457,-0.4466,-5.4661,
R.D.F. S.R.L.,2019,Agricultura,0.6293,0.5271,0.7117,2.4692,10.7964,9.9893,34.6545,0.9252,-0.2639,2.8473,
RECONS SA,2019,Agricultura,2.3951,0.646,0.2641,0.3589,0.2262,0.1111,0.151,0.4911,0.3685,0.456,
SECURO TECH SRL,2019,Agricultura,0.7817,0.6207,0.3394,0.6317,35.98,7.059,13.1413,0.1962,-0.0741,5.069,
VDL - ROTECH SRL,2019,Agricultura,1.3992,1.1063,0.6626,1.9638,0.9199,2.6264,7.7841,2.855,0.2645,0.9544,
B.N.BUSINESS SRL,2019,Agricultura,1.1989,0.6885,0.4639,0.8653,3.1255,1.0105,1.8848,0.3233,0.0922,0.5685,
INSTAL IMPEX SRL,2019,Agricultura,2.6143,1.996,0.3593,0.5609,20.4661,20.7499,32.3881,1.0139,0.5801,11.8997,
METALCOMP INTERNATIONAL SRL,2019,Agricultura,0.8875,0.671,0.1329,0.1533,0.0,0.0,0.0,0.0306,-0.015,0.0,
IKEM INTERNATIONAL SRL,2019,Agricultura,7.1007,5.2021,0.1169,0.1324,21.8918,28.1569,31.8846,1.2862,0.7132,50.4595,
"REGIA AUTONOMA ""ADMINISTRATIA ZONEI LIBERE"" CURTICI - ARAD RA",2019,Agricultura,0.604,0.49,0.7373,2.8538,-2.2356,-1.5609,-6.0416,0.6982,-0.292,-0.4234,
NDB LOGISTICA ROMANIA SRL,2019,Agricultura,0.5516,0.4296,0.3643,1.0209,-77.2365,-12.3935,-34.7323,0.1605,-0.1634,-6.7161,
EURO HIDRO CONCID SRL,2019,Agricultura,0.4522,0.2003,2.0848,-1.883,6.3233,3.702,-3.3436,0.5854,-1.1421,0.3551,
FONTANA PIETRO ROMANIA SRL,2019,Agricultura,1.6864,1.289,0.3821,0.6185,3.443,2.2492,3.6402,0.6533,0.2623,1.5323,
DMG MORI ROMÂNIA SRL,2019,Agricultura,0.7405,0.2057,0.9289,13.0638,1.2418,0.8625,12.1302,0.6946,-0.241,0.1857,
BRONZE ALU CARPAŢI SRL,2019,Agricultura,0.3247,0.0872,0.776,3.464,4.1633,3.0502,13.6161,0.7326,-0.524,0.9557,
FIRST TRUCK SERVICE SRL,2019,Agricultura,12.638,6.4804,0.025,0.0263,36.8597,7.3127,7.6918,0.1984,0.2914,67.6152,
ROECHLING AUTOMOTIVE PITEŞTI SRL,2019,Agricultura,13.6873,10.8512,0.0731,0.0788,18.2437,44.0068,47.4754,2.4122,0.9269,127.0891,
NOBEL AUTOMOTIVE ROMANIA SRL,2019,Agricultura,2.9044,2.0912,0.2323,0.3027,30.232,17.4084,22.6774,0.5758,0.4425,17.2641,
COSTRUZIONI DONDI SPA ROVIGO SUCURSALA PITESTI,2019,Agricultura,0.814,0.3398,0.3519,0.543,0.0425,0.0168,0.0259,0.395,-0.0655,0.0605,
FLORIMAR CONSTRUCT TOTAL SRL,2019,Agricultura,0.597,0.1813,0.7344,2.7654,1.7269,1.2464,4.693,0.7217,-0.296,0.5025,
IHLE ANVELOPE SRL,2019,Agricultura,1.4611,0.5748,0.4639,1.202,11.0509,4.5176,11.7057,0.4088,0.2139,2.3937,
HCB CONSTRUCT INVESTMENT SRL,2019,Agricultura,37.2592,23.1924,0.0221,0.0229,0.4349,0.2436,0.2528,0.5602,0.8008,8.0475,
INTERFRIGO LOGISTICS S.R.L.,2019,Agricultura,0.7588,0.3393,0.5484,1.2146,7.1699,9.006,19.9446,1.2561,-0.1323,3.5834,
COM DIVERS LOGISTIC SRL,2019,Agricultura,1.0153,0.1421,0.7105,2.4542,1.2106,0.6617,2.2858,0.5466,0.0109,0.3127,
VENUS BCLMOB CLASS SRL,2019,Agricultura,0.9464,0.4855,0.8606,6.1761,11.1924,7.1618,51.3935,0.6399,-0.0461,1.8797,
ALC INJECT POLISTIREN S.A.,2019,Agricultura,2.6729,1.6518,0.2106,0.2667,15.8108,12.3614,15.6585,0.7818,0.3523,12.6707,
SERVICII EDILITARE PENTRU COMUNITATE MIOVENI SRL,2019,Agricultura,0.8312,0.6091,0.5908,2.1779,11.5363,5.3191,19.6082,0.4611,-0.0997,2.112,
PIEŢE-SERVICII COMUNITARE MUSCEL SRL,2019,Agricultura,1.2602,0.9948,0.6231,1.6535,25.9755,11.8126,31.3449,0.4548,0.1622,3.959,
SALUBRITATE PUBLICĂ URBANĂ CURTEA DE ARGEŞ SRL,2019,Agricultura,1.8651,1.3661,0.3055,0.6909,9.5616,6.9825,15.79,0.7303,0.2643,5.2765,
TERMO CALOR CONFORT SA,2019,Agricultura,0.4067,0.1121,0.763,3.2302,13.5207,4.2456,17.9739,0.314,-0.4527,1.1129,
SALPITFLOR GREEN SA,2019,Agricultura,2.1432,1.9899,0.4666,0.8748,15.8623,8.6691,16.2524,0.5465,0.5334,3.7159,
APĂ RĂTEŞTI SRL,2019,Agricultura,0.6418,0.2041,0.6319,1.7167,15.601,5.7685,15.6715,0.3697,-0.2263,1.9459,
EDIL EXPERT PUBLISERV SUSENI SRL,2019,Agricultura,2.7616,1.4055,0.182,0.2224,7.4795,6.2375,7.6249,0.8339,0.3205,8.1396,
REGIA DE ADMINISTRARE A DOMENIULUI PUBLIC ŞI PRIVAT AL JUDEŢULUI ARGEŞ RA,2019,Agricultura,27.2866,16.0698,0.0248,0.0255,17.8572,18.9063,19.3877,1.0587,0.6528,160.887,
REGIA AUTONOMĂ JUDEŢEANĂ DE DRUMURI ARGEŞ RA,2019,Agricultura,1.5475,0.889,0.2884,0.4053,1.263,0.9526,1.3387,0.7542,0.1579,1.1835,
ADLER PELZER AUTOMOTIVE ROMANIA S.R.L.,2019,Agricultura,0.2902,0.0644,0.9343,14.7866,0.0896,0.0352,0.5579,0.3934,-0.6631,0.0097,
LOCIV IMPEX DIA SRL,2019,Agricultura,0.9252,0.7515,0.3277,1.3947,22.1402,7.6531,32.5762,0.3457,-0.0245,4.8435,
JUD PAZĂ ŞI ORDINE AG SRL,2019,Agricultura,10.6054,10.6054,0.0943,0.1041,-14.3477,-36.2788,-40.0558,2.5285,0.9057,-62.6143,
DOLO TRANS OLIMP SRL,2019,Agricultura,0.6678,0.2328,0.3508,0.5405,21.4697,8.045,12.3929,0.3747,-0.1165,4.6488,
EUROSERV PUB DRĂGANU SRL,2019,Agricultura,1.028,0.1477,0.5256,1.1089,0.9625,0.5946,1.2544,0.6178,0.0147,0.3582,
MOARA DOMNEASCĂ SRL,2019,Agricultura,0.4067,0.203,0.251,0.3352,22.5512,15.9096,21.2418,0.7055,-0.1489,15.1213,
A&C INTERNATIONAL ROAD CARGO SRL,2019,Agricultura,2.3826,1.7327,0.2905,0.4095,19.7849,13.1556,18.5422,0.6649,0.4017,9.3944,
APĂ SERVUTIL STÎLPENI MIHĂEŞTI SRL,2019,Agricultura,0.9572,0.9372,0.9713,33.871,1.5705,2.938,102.4511,1.8708,-0.0415,1.1613,
G&M ROAD BUILDING ENGINEERING SRL,2019,Agricultura,0.421,0.1587,0.7344,2.765,17.4129,30.0294,113.0604,1.7246,-0.4252,8.4536,
AXIVAL T&CO INVEST SRL,2019,Agricultura,0.386,0.148,0.6379,1.7617,10.1876,6.5603,18.1174,0.644,-0.3917,2.2802,
EDILITAR MĂRĂCINENI SRL,2019,Agricultura,0.617,0.3138,0.4289,0.7518,2.1151,2.7872,4.8851,1.3177,-0.1643,1.2997,
GMB ROMANIA AUTO INDUSTRY SRL,2019,Agricultura,6.7344,3.1068,0.0671,0.072,1.4118,0.4678,0.5015,0.3313,0.385,2.5289,
DUTCH TRUCK SERVICES SRL,2019,Agricultura,0.743,0.0663,0.8244,4.6957,8.8956,8.1841,46.6148,0.92,-0.2119,2.364,
FOODLINE LOGISTICS SRL,2019,Agricultura,0.3595,0.1046,0.7507,3.7966,15.6773,4.1614,21.0453,0.2654,-0.4809,1.2288,
YILDIZ ENTEGRE ROMANIA S.A.,2019,Agricultura,1.1638,0.6515,0.2288,0.2968,41.4156,12.4313,16.1203,0.3002,0.0375,11.5294,
APA SERV CONCEPT LEORDENI SRL,2019,Agricultura,0.4165,0.3281,0.9228,11.9547,9.0346,7.5303,97.5522,0.8335,-0.5385,1.632,
MECAPLAST ROMANIA CAR COMPONENTS SRL,2019,Agricultura,2.786,1.7184,0.2267,0.2932,20.7141,6.2229,8.0473,0.3004,0.4049,6.4403,
